,word,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation,14: Other
14,u,-0.021113913040913524,-0.04358366932118727,0.09982439458667873,-0.010859413422141953,-0.00258643587882015,-0.023240472504648297,-0.006540516908539087,0.22010193737523812,-0.05127911147339875,0.0038103050640186237,-0.07025718862710034,-0.08255748147432904,-0.11917588365465767,0.3654741181592937,0.44259140337869723
15,say,0.018806771226451538,0.05181034017589197,0.10071065050855033,-0.05870641203302936,-0.045836642568255925,-0.10332826861233506,-0.02975235387050577,0.01350015176264093,0.04443759232994844,0.019698368740144485,0.04647380393982917,0.04575725235370495,-0.023124387060413126,-0.08050332589842928,0.2691422116095753
16,federal,0.09545399787317603,-0.013829528952752756,-0.46380870871979263,-0.10850558007314057,0.07340141293606577,-0.032100229297792,0.29184798923770855,0.17670323098053078,-0.04811178046425687,-0.02229285582266716,-0.36368575069113257,-0.25060424420486715,-0.08782286828575472,-0.7369078484160292,0.09810844565071865
17,last,-0.0643363030413378,-0.04293630441067535,0.08893833613638517,-0.07714120960516828,-0.019395522879679626,-0.04225987132748209,0.06236686516286972,0.003740015241821091,-0.03989304851432487,0.05633116354547086,0.03887752431040157,-0.017862584888163134,0.05071321997739771,-0.07579895321396928,0.1911343396610484
18,immigration,0.0001502874150113519,0.048507640958683346,-0.18477051731246916,-0.062329952828653126,0.09197639668070337,0.08386875804155876,0.14968170302757003,-0.022350712603215136,-0.32107379356848914,-0.13382063278624892,-0.06352446557835255,0.02507932807711469,-0.022838511643166234,-0.43163211063721973,0.26353491498869136
19,two,-0.1628983482716045,-0.0348370914546508,-0.12155590590795211,-0.11764071359542427,0.0532137661229873,-0.17133258578488442,0.24810428307724747,-0.04057566275872893,-0.0209749907751789,-0.019243152783665476,-0.011259131569553034,-0.11233124472849476,-0.0508734184097419,0.08048110688341706,0.06691485001863004
20,president,-0.08091611914489862,-0.504637243351365,-0.2931931338918001,-0.05905818573939513,-0.22370785770521798,0.04286420407400055,-0.3562113023275234,-0.179060108099373,-0.37882815134793596,-0.28390150703053263,-0.18170495000315284,-0.11133807695770609,0.5653175752209498,0.278173945473696,0.30439918912991126
21,could,0.00910921900253961,0.2758310765287695,-0.10174398551212974,-0.007011829562888364,0.1047600290617458,0.09826183640990423,-0.05589658209186859,0.10107197131131639,0.08470916613977611,0.026020219698995883,-0.2573837012962314,-0.36467206611370223,-0.12656548856882313,-0.03715457056716541,-0.14351635006854038
22,immigrant,0.038111484994587407,-0.3063651610523831,-0.1075410605659397,-0.03728060108301653,-0.04164781920982558,-0.07413664980815668,-0.009337608520347637,-0.20321777710711994,0.028623313934187253,0.07378951878100586,0.2834162037519141,-0.02660886887547393,-0.10419496835249127,-0.6684219521353021,0.16155367849107932
23,also,-0.11161581815208538,0.1393433647422607,-0.024695791158135697,-0.027036510915036418,-0.07533530331852278,0.021270956864936626,0.07690904530804304,0.09748175555452053,0.1375155914873037,-0.12922650721717185,-0.02943939181137065,-0.07464683447608815,-0.057621179721306634,0.10808872823325553,0.17565162285877273
24,time,-0.1302379022513129,0.10119555758565642,-0.0670147141849462,-0.014675002414974476,-0.09942802651865845,-0.035280273619286893,0.03502688765338745,0.08168771581387264,0.05337377561231436,0.041352517157609174,0.10774111149846913,-0.07246177671491459,0.03730929252682365,-0.12193259595418776,0.15924527657368207
25,gay,0.0052279393133095875,-0.6750298533291276,0.13899726270304488,0.038668369325692925,-0.16061325512638927,-0.13965198719664823,-0.19470999462281613,-0.36122310332710195,-0.1900477708759911,-0.05434931691567385,0.06848059970808999,0.10236644554914918,0.06809023420318931,-0.21564518306293126,-0.3804110533427305
26,city,-0.04993567979345934,-0.10585643900021462,-0.21438235845860426,-0.13886828562661324,0.10579728518122955,0.10406703893870344,-0.06984643281658334,-0.48931389035535783,-0.1647650904999652,0.04392540484010533,0.02927768015679458,0.04276475360653262,0.09759892639312108,-0.07725521007770018,-0.06342431145167697
27,case,-0.12362033686851034,-0.10966957857737025,-0.029633630218332572,0.22904708528943657,0.26725717209932803,-0.19818890504775355,-0.08648305199205102,-0.18140492549613962,-0.09016729973811555,-0.24969756693876274,-0.17506829127136528,-0.3144767031864336,-0.19411582240077443,-0.08787270550509554,-0.09354111263963386
28,mr,-0.10573915084941973,-0.3418194014077656,-0.18112016899435646,0.0628516920711856,0.01339414009464782,-0.17403157010433812,0.05251110522827432,0.041652731073653984,-0.09377423298602561,-0.06878032496312429,-0.043912111055230234,-0.12912392361856048,0.20273427429358384,-0.07335504455250991,-0.14387532001428477
29,issue,-0.16282148684855993,-0.34391351687385424,0.25016622324384413,-0.13269698235217067,-0.06112102057391218,-0.17652539878686063,-0.6717214696455979,-0.3035568539751098,-0.07787120998699686,-0.23599426617593147,-0.05126226347889959,0.033606424478970276,0.3830631681739197,0.22511696001566744,-0.5502700071176506
30,house,-0.16592519092050367,-0.3117754808404566,-0.3072527614088362,-0.1086196836168126,-0.1591738096628563,-0.1541825531510572,-0.069522613306497,-0.034355247743621635,-0.10541143314465963,0.04283386085254621,-0.15657817271291188,-0.15460831893046756,0.34190999896119567,-0.03767344932400645,-0.5574533595750786
31,american,0.04311420403695926,-0.14843312093879124,-0.09024148780057659,0.19256171104317474,-0.10462546126403184,-0.13582256236881896,-0.4305358475179319,-0.00850284761814343,0.07714944362310473,-0.07860620555008156,0.22229640727435682,0.15716212679048927,-0.14524173106010574,0.17067913570122506,-0.363099676900882
32,tobacco,0.12525436731051037,-0.4377145363623574,0.08409911522717406,-0.5875838253428163,0.03204623558239768,0.028649669527342398,-0.07427630696686649,-1.1408414178915738,-0.06183114125916089,-0.3295491056506651,0.05049610292429642,-0.24945889429264423,0.05088675925150685,-0.06723245542524431,-0.6046235373583594
33,change,-0.010123960883553195,0.09987009665857767,0.0013301835922666127,-0.18245830807226884,-0.09900047153631705,0.10867858685353764,-0.3527679803232396,-0.02593353781910368,-0.11155226298101231,-0.1297036336202825,0.05484130653426184,0.14046279137764459,0.04569133393420535,-0.08817179776286913,-0.418683998158334
34,country,-0.1201625255523438,-0.17580128934717582,-0.1540927981823318,0.11534669543601984,0.021859823035614883,0.0009397261178415143,-0.13781454185504843,-0.02553451864503232,-0.11487962000042566,-0.02420401071761699,0.08615401985616067,-0.021421372356778556,-0.18689589395147627,0.5858276234382448,-0.6643757631976869
35,ban,0.007211225500706679,-0.5250646000145769,-0.13817178139655034,-0.1719940716813431,0.009864902801092923,0.2206474635874038,-0.1971244550756235,-0.4506571181306407,-0.27942322854376617,-0.25988225350177907,-0.24349445342128645,0.19799395491665817,0.10773950123055726,-0.002509308162932991,-0.5236477408183297
36,samesex,-0.012090924406648638,-0.8008398672595609,0.4236087463332433,0.07968817850043677,-0.10404887812156163,-0.06382480976562352,-0.6114935920648552,-0.878233778964932,0.14252839847483034,-0.1768755942635429,0.06760589655092014,0.15279341500823201,-0.046738350718209094,-0.20906240452229988,-0.34312294049779574
37,national,-0.008990474915291338,0.17653722488633955,-0.02242084903469705,-0.07417305643712632,-0.11865389313867437,-0.1152081314377284,-0.16015314445120962,0.32185030960622846,-0.0017113465374184863,-0.093245876607209,0.053115240822850525,0.10050238269997885,0.07720275363432459,-0.4664481961461066,-0.19113092206860513
38,group,0.08478126251610701,-0.23312216928025614,-0.02278165162759974,0.004859399226758962,0.022266353449051757,-0.03766952032896728,-0.30288704346597584,0.006356067726493279,-0.12702483209025486,-0.06690299143037515,-0.023899492192364463,0.3977564584656383,-0.021916207489101114,-0.07097828510477386,-0.22072837324957834
39,week,0.07365016456304037,-0.08390088247697167,-0.015459271385900081,-0.13868219528418724,-0.012652832327525624,-0.10222540342542569,-0.0869817596903883,-0.07989765735153737,0.09990660535885451,0.06560218143180949,-0.14293184127402067,0.019903884510250842,0.11895211304480746,0.384917985082787,-0.47013094509212194
40,united,-0.1866347521324821,-0.2666601376475641,0.4544792180808223,-0.11251921717277953,-0.04780521889830926,-0.09480456008878568,0.04665884682349733,0.11635265380688212,0.0453478325523346,0.008879330942482166,-0.06265397353215378,-0.3247070564053197,-0.5264211267816625,0.6253630950461669,-0.1566575269280062
41,many,0.0930629177824859,0.0976296464624711,0.060627874244311826,0.10701198806346596,-0.15350810349928962,0.04426587321962488,-0.14841164993284206,-0.14027787268104303,-0.09265724140312101,0.12985098712461776,0.053458780687287294,0.04077046433392238,-0.11864737681762248,-0.018262134995539227,-0.37850130434322204
42,county,0.008302279552633296,-0.0238717432924589,-0.2455900462775798,-0.14698484591797997,0.06991141768700908,0.10462845614661567,0.13727614523756862,-0.32401130973902037,-0.08079809686262755,-0.057160126374297425,-0.01744219823024946,-0.03368197334023259,-0.0495336009475699,-0.4878364393629899,0.175241489674422
43,day,-0.1283579980872487,-0.14799219610828487,-0.047873461123128354,-0.058002529980808216,0.0203380236066491,-0.1951070410487722,-0.04687695840726041,-0.07532511156809811,0.020504226554851446,0.24112789698909612,0.04999716321037716,0.16516045502280774,0.0038145439151762383,0.0025840276558858188,-0.1033930649141412
44,climate,-0.1000679246980279,0.15397190978772213,-0.05197529900229282,-0.5626151842431946,-0.25796568395840513,-0.06853690645316256,-1.1053880749426062,-0.22381273492288406,-0.07882303346206652,-0.11083629866982884,-0.29160274741391423,-0.09106169596782493,0.005649562639317617,0.15670625600503396,0.039010632195279914
45,republican,-0.35645625368142103,-0.9301505526387944,-0.5907205224070146,-0.40103425152861694,-0.5554408251632641,-0.36763312688348326,-0.5588065700934223,-0.2477459363126717,-0.4136321133652602,-0.7527398272081516,-0.5709476457919511,-0.27029914528595544,1.0358140605360664,-0.5762992767105698,-0.6539351822764664
46,first,-0.09923040236245917,-0.05529790016479176,-0.00036346723927352745,-0.17507328534878178,0.12792002240651168,-0.06995085733623886,-0.08490001214336539,-0.060098114885085555,0.07004662470984298,0.04125005102423103,0.11356372889986469,-0.2034321400685441,0.05597822941841929,-0.030011429382599448,-0.19313415998824307
47,percent,0.11776933535966147,0.05761197542702515,-0.3667499327857971,-0.01831000780510117,-0.391862393166414,-0.012875393608522698,-0.08659394254118585,-0.11934428285910806,-0.06489468113193371,-0.25749999892783193,0.10112494400679559,0.29594236557277437,-0.3213960688943033,-0.03745890876721297,-0.7584607671552817
48,weapon,-0.22052243506218897,-0.3937049364575673,-0.15919221522990543,-0.2852230489074121,0.004078045460478527,0.08065126867701183,0.058498316481609816,0.14402345733957594,0.0028241797657669802,-0.2442725842000124,-0.035963503174848054,-0.21000523416982492,0.04955467835985346,0.06797748877421239,0.23135477339794286
49,school,-0.09872079647136953,-0.07338171912109746,-0.13284215827854617,-0.003909393815675931,-0.07317087295153146,0.01613583296012644,-0.1877305652013417,-0.009828776136034735,-0.02439989610572517,0.15328414227755463,0.045364588066096424,0.20097953007611888,-0.059706264553716096,-0.4750793350647005,0.25414889371868554
50,public,-0.002370731015235072,-0.24429032602963752,-0.07016273849912459,-0.0061608116903879555,0.020196603685156404,0.18065883070565775,-0.19317156056786355,-0.034902659342834305,-0.0657766157318438,-0.12146487028249861,0.04626882629565662,0.2355760431831899,0.05001836256602521,-0.3701219057396034,-0.38675008148949636
51,control,-0.18845086767148653,-0.3212819564870817,-0.11038044629013566,-0.23525761941960402,-0.18664242207385187,-0.007670550598547087,-0.10315595485498036,-0.19727918260334515,0.012621149768413165,-0.1100176121043661,0.061392508314636995,0.06897770534412302,0.1750053671714854,-0.0846288293256858,-0.5465946163791267
52,make,0.1572314704281366,-0.07693926567846367,0.05708536410156819,-0.08645398530738001,-0.1291048516469087,0.09717882005503731,-0.07214298444410841,-0.09231848463994302,0.014499356739559687,0.04540373475204301,0.05737840409113691,0.03854528702228553,-0.031934239560970905,-0.08806692548402326,-0.9965823721174285
53,official,-0.26101600668158115,-0.018077822421137216,-0.18925151318147748,-0.3058532808078194,-0.0646292853033734,-0.016442610639406902,0.29015959341753617,0.24256514076492075,0.05571360994166703,-0.2810543545283874,-0.17215453265997116,-0.2529525429349613,-0.017505625390019385,0.24398657010159766,0.282983847911813
54,senate,-0.09004352311187928,-0.11058065500812345,-0.31590783376910536,0.06455095987694444,-0.21959705039745542,-0.13673890202222616,-0.1967807919112606,0.0021322098213219435,-0.1419968820288696,-0.24630217768407528,-0.48387260063640336,-0.4223990867375277,0.3916144527924272,-0.19769971864187352,0.058699281442337534
55,even,0.05577161027261696,0.023591374573327537,0.13726199195217306,0.14768659805984022,-0.1893340827286119,-0.023448842801781774,-0.12541920553169847,0.0999858785769311,0.016401719357837744,0.1435723599011279,0.09191732923046159,-0.14369143325780503,0.0091346870092738,-0.08523653624021997,-0.07251912535389632
56,judge,-0.5571100501397479,-0.15219506390290818,-0.4375172236876776,0.011696495403869576,0.5285169608056968,-0.29346376475924857,-0.16262211825485098,-0.2895421504915224,-0.13659338091501905,-0.3066296020384782,-0.5875193392163408,-0.2563673509489089,-0.31879890221146584,-0.3468332056512565,0.19334852598644683
57,government,0.055558948766280654,-0.00011107877983187889,-0.023182444940883024,-0.12879756374124313,0.17797988783978108,0.06546163187408124,-0.15667469113702015,0.2988052164963663,-0.04328933173261978,-0.043554225142044836,-0.10135954981557328,-0.18291032895348514,-0.09427889192139412,0.36072806165702975,-0.3369166440768328
58,legal,-0.06630691782488154,0.06566616682919373,-0.1330220436132573,0.0330637479084984,0.4074556753354153,0.20027280050273905,-0.4499695681104313,-0.28396750632243867,-0.11396568466519376,0.15488984983947351,-0.18032151374389155,0.02573051212635627,-0.19586165654936852,0.10351850033038609,-0.42420694889604493
59,illegal,0.042149578053608555,-0.2154443688281973,-0.5203106780305649,-0.007776121231489421,0.014715165167712426,0.048892480322971735,0.2443255984259711,0.14632201726092833,-0.0896819579784235,-0.17242126737364527,-0.3051533467299687,0.1188845868722192,0.05775498629603708,0.12045928466500395,-0.16499413480720845
60,like,0.08382769720668082,0.0020392452645985634,-0.08814676620290011,-0.04004820371486989,-0.16587534169140475,-0.00930288846490315,-0.3061026011374488,-0.14538696979035579,0.008777120569243586,0.1841648589260934,0.212315425166353,0.06476309828451758,-0.08686822023054656,0.07491280427307652,0.5009752862161391
61,may,-0.03301302008123576,0.23080454885155754,-0.14591320097081706,0.05246138566035806,0.05125361094162487,-0.061980283691324474,-0.09483979036619772,0.20962755334287744,0.2401882941414593,-0.03947655302298125,-0.07560436894384424,-0.11080358283869991,-0.16470000782782987,-0.02696668223656189,0.024471918696465377
62,attorney,-0.3350022736810628,-0.7143976968776766,-0.23812977093059504,0.08344539488333273,0.5547319213068865,-0.2422595500925245,-0.0345685065403858,-0.07676939151689606,-0.23356556121883512,-0.37177297393839676,-0.7544758207869379,-0.39778921650226906,-0.16809097834866113,-0.2467861085707355,0.04539935852878694
63,penalty,0.1845699853217164,-0.42335520168537377,0.09550176664172504,-0.12893319473317083,0.09396274474957077,0.2701634315161012,-0.07242792156006962,0.1737839610706868,-0.7460794898922595,-0.16154341812242476,-0.0032895732874810998,0.1786736914782272,0.13591931012013628,0.08413681147891888,-0.5181016005527155
64,month,0.07955228213570822,0.17051178641161152,-0.16006011354369098,-0.356671055866748,-0.030955806887319828,-0.03303039578218645,0.12995951073945466,0.11538414850074917,0.004291294332234301,0.1505796389759102,-0.21150719723499045,0.0669804139298327,-0.03131546747633989,-0.03914857936060628,-0.255723366802708
65,firearm,0.12795668972783752,-0.06851575693678635,-0.5815508481464524,-0.04989073653305957,-0.04826838322252971,0.08346462726613595,0.04909686029246968,0.24251995367482654,0.14429366537068078,-0.3277745727752689,-0.01685759893647409,-0.12050189046955127,-0.11525105856718165,0.08495616291306803,-0.2723597818835723
66,amendment,-0.15084647342352275,-0.5404990793947543,0.01821599170439174,-0.16354252357928034,0.3533248956900382,-0.02587075816998704,-0.4776497374130465,-0.29230896306405174,-0.25355589696167957,-0.3327551025136853,-0.06938051216346389,0.0325824606444512,0.011382549205936074,-0.5181051391211872,-0.23543331180361557
67,smoking,-0.19983262522455764,-1.3310860688677435,-0.4434540733488202,-0.35755655564570793,-0.22418213177143795,0.26835525031169394,-0.2845623292481115,-0.867023983267063,0.18594381205589047,0.06393813797465746,0.07267748251268505,-0.24320435323067208,-0.12178797474667616,-0.2579794157720942,-0.531712343266036
68,get,0.07168089823640242,0.04603983265697472,-0.09316064254754595,0.00988579407040371,-0.016353786055272185,0.07280218527540254,0.14435463645184743,-0.10870845706545036,-0.04950711604021734,0.08178436110072428,-0.07139106854240504,-0.0723422748694486,0.026496937687822818,0.004688917051497671,-0.14601487674126262
69,million,0.3957248733520661,0.27195221436412476,-0.054155398891845855,-0.2151135508983274,-0.10503851093987858,-0.060583607128956496,-0.20217096110225577,-0.1394818618879674,-0.31827419842249277,-0.3183178615940404,0.03328278640173652,0.09677290382075579,-0.10705389581510458,-0.1340235442799766,-0.8568555306230184
70,support,-0.063960562305257,-0.24078854275081377,0.05814700864571811,0.008684047940241269,-0.609598723163821,-0.2850773771575583,-0.3188798712427827,-0.24184584400693465,-0.20093144855669526,-0.20861762793108435,-0.1953984777517441,0.34165828069177334,0.2790303854827601,-0.14407282963576948,0.698859664421741
71,police,-0.3546970491141982,-0.5076881262735201,-0.6171456438954896,0.11292804034311146,-0.09394072323469571,-0.00858510854973636,0.4680412610816496,0.006915901303059025,-0.13160057593403332,-0.2209096726433483,-0.22172618549871054,-0.004642853280728349,-0.2643744246986605,0.056164748684272424,-0.32033155787314777
72,couple,0.1964793116767304,-0.23248241997099567,-0.23235714038030836,0.11594734719250355,0.13031386752451274,0.039456999070643754,0.035868641106435534,-0.2791779991502709,-0.19211460159280408,0.29911216994829526,0.013833758923744983,-0.1981722294908778,-0.16686511256174635,0.226158690700378,0.21180285849966107
73,child,-0.1675738145624591,-0.36651203429366136,0.23762102528892018,-0.12235007871979965,0.005574600453131083,-0.03251707070201019,-0.11599727592437174,-0.4628574109086862,0.31706456912720793,0.2594256891922675,-0.015598187577533557,0.01359208320095929,-0.151031018593619,-0.6174969338458082,0.17583181126961883
74,life,-0.42360520849811306,-0.23364455497656095,0.2585798193388189,-0.15503813915365508,0.0435045485334224,-0.08019969298047615,0.0780848667100217,-0.13563320161925047,0.022568596273751212,0.4394981776623088,0.06091159334228826,0.0778423414336844,-0.2790101160430399,-0.2921674025353843,-0.009158247686195432
75,vote,-0.4858683161930668,-0.2045099817867537,0.05996058684760559,-0.17863430961804364,-0.10093195053351037,-0.21133921262509664,-0.6613301993606245,-0.32565991080290346,-0.46760163924521053,-0.4514817248452537,-0.4531106633216586,0.07412948454642572,0.42411725717158066,-0.14827603145644172,0.19256919691952457
76,nation,-0.09070874008715282,-0.3285078669866759,-0.12810751505730925,0.06972680138187072,-0.15081062222394048,-0.028264576319886995,-0.07022319084451825,0.11379161486809465,-0.2681146524266096,-0.437892931048408,0.11062433242137253,0.029273524429088506,0.02203217311166165,0.6993262122425141,0.25776721591041074
77,since,0.03136064902295927,0.13547332623389882,-0.26684764427246216,-0.09930663048271415,-0.216922120683241,0.04320455766223587,0.09737539388776698,0.139441027092342,-0.04154902933756507,0.03307968984043578,0.20519287126485716,-0.032722547461273864,-0.11035930794521195,0.03466812169968337,-0.14442651190574554
78,measure,-0.12093591313360925,0.11724479644146708,-0.07988456079545381,-0.25109767656348736,-0.23545150576337934,0.09052036450822645,-0.45212047954651063,-0.06317194381343628,-0.05410186608941832,-0.3917159570752661,-0.32663057712908733,0.18421410861687038,0.193295041356913,0.04057985237825285,0.3024915528074846
79,company,0.5622559768608687,-0.29350960170134893,-0.046518853056157924,-0.032971057036728514,0.22274825896175002,-0.2435221902970215,-0.126404932303395,-0.6946637466120068,-0.1865223288100544,-0.23051518865961051,-0.2597996928942999,-0.39608635103528445,-0.40056918523759993,-0.3104511743095839,0.12869892491955065
80,shooting,-0.04916129402789784,-0.598027940124677,-0.326589798351729,-0.010866486411270691,-0.00590136387189548,-0.18303803412639294,0.08277046122767596,-0.10614019523216119,-0.09633495214761507,-0.018323770703524464,0.1008926418231044,0.16838673509886457,0.06370113436995478,0.09386723763185387,-0.38525290628904196
81,global,0.24590207421923466,-0.18980866309375077,-0.0002682933035944515,-0.6674518180830779,-0.2598539777508121,0.04352193939919014,-0.7071548625922791,-0.25123864976275884,-0.049085802786177,-0.11153437723210369,-0.0686898898010144,-0.1879683761107946,-0.04241109192308573,0.33409447941726533,0.2511783664740516
82,supreme,0.014480010866097504,-0.58485079107032,0.04169586813061942,0.11001903980073229,-0.0563102765264574,0.1511679500587016,0.03127194474188632,-1.0721011707341668,0.2396050775259212,0.006043017365176952,0.3790961604357119,-0.03936385262777866,0.11831477144996312,-0.5796737575261957,0.09890722545157796
83,way,0.1023048165644216,-0.14154437798662878,0.08502174789450251,-0.05210581960369548,-0.10046244545510252,0.018094010629855627,-0.1878698547607987,0.04734110153241257,0.027113309995461538,0.04786112586541819,0.0813002900901919,-0.12703412371648293,0.0784215575062296,0.03371045576431559,0.44621282730381223
84,take,0.03000483660413593,-0.09569672303556938,0.14706299595942446,-0.01423837941677425,-0.06276366679266043,0.14080369504316537,-0.261958940169556,-0.05613742021325367,0.020221479259988448,-0.06078069389853989,-0.03744357559019019,0.1041186318863859,0.023191034421188278,0.09463808876535648,0.4748809142493223
85,want,0.15079085176342819,-0.3823024988340088,-0.050750940231248924,-0.005994885163855713,-0.06592799426576502,0.07249855494759187,-0.17362884969771022,-0.09826727031039041,-0.3583123989723536,0.2765890230655042,-0.04777159019224267,0.25330612137014924,0.05382518365384925,-0.08421585818781216,-0.34248919769261993
86,three,-0.007634980232719601,0.012045301552528885,-0.32625784436884336,-0.07456346652511081,0.044581102990993826,-0.06430441082265795,0.28191794970925566,0.05150138218264981,-0.044667081537427065,-0.12006891558936236,-0.07156940845901198,-0.11195050906677191,-0.07534029231581221,-0.14462171401354906,-0.343701687241008
87,florida,0.06846856071047774,-0.152981793488271,-0.038900153372052874,-0.04457624415986169,0.053095312723923246,0.014851015750256059,0.0006946765558085427,-0.04409247513587815,-0.00663520300794338,-0.17253625258381602,-0.116832250294496,0.07450612149485179,0.0617835586838604,0.041097252372894445,-0.13249761769822707
88,cigarette,0.11496167594970509,-0.9147919321138481,0.012809553982960839,-0.1334020845704321,0.021228573099794524,-0.026323259179809877,0.14400451580163356,-0.6845489775355927,0.13477051620200015,-0.1530076804953846,-0.05632484073130587,-0.030308313120868343,-0.22440334584222688,-0.09052276968250973,0.0031046356151841485
89,decision,0.14638325963897528,-0.3052968054237447,0.16856515312090264,-0.11151265260260468,0.24876531409217037,-0.05278480549344622,-0.4304821875499741,0.042525920320219415,-0.01338358736044326,0.011162394337839433,-0.2150494942692971,-0.08471585857840921,0.05598468151104355,0.07078619416583792,-0.5896435644771818
90,congress,-0.062410702928807966,0.011050022732342455,-0.20497242706174343,-0.08306483313484839,0.15998753399011356,0.07198202331203447,-0.24591199332485786,-0.010186151994170374,-0.21262270251489213,-0.15685712880304264,-0.3344648269102786,0.020903046354649568,0.319738557336645,-0.20545243658335136,-0.11494656518251072
91,washington,-0.07295492140919284,-0.11562866030249654,-0.03044194022041819,0.0330931793886545,0.004012170645349176,-0.1315493117713427,-0.12833839766476376,0.12952253091541688,-0.08031394430448505,-0.05815219502308744,-0.06375198668251532,0.33225687962405076,0.036449940547790695,0.0113000310716814,0.2452447358773301
