,word,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation
10,smoke,-0.07757031413605191,-0.22044875684389115,-0.18351599331082427,0.18167721688572516,-0.08448883527761433,-0.04224974662020923,-0.14317535158272499,0.2758910712056099,0.043843130848748094,0.030976076756197957,-0.0010342636854660694,0.21923269561950137,-0.2537028491522233,0.1406929621886056
11,industry,0.1162685779441368,-0.372113403143451,0.03685395635247442,0.1608241913837079,0.22582223534521784,0.01785687136243262,-0.2409724331266984,-0.1578368517636164,-0.09931346595888338,-0.09083659741840426,-0.09372967962686547,-0.06210352009650017,0.11432122936680968,-0.28981223993848915
12,new,0.032272127813910874,0.02925060500726901,-0.1083498671428845,0.28825334254179263,-0.2140936571129481,0.19887845575152854,0.15012379174577592,-0.3719504352438322,-0.11111263300995892,-0.22658701756059488,0.10269069113073163,-0.033671629191000245,0.044676363803368695,-0.7358890853867582
13,ban,-0.026013552958801155,-0.19069777745728905,-0.23360154737180447,0.01720109750693602,-0.0529268179970155,0.2788009316875868,-0.08499742130525521,-0.04332798681212499,-0.38449242508579223,-0.30298476244677164,-0.7813646963086154,0.4156375140160788,0.029676460889068116,0.41597938567219855
14,one,-0.03060237348176188,0.03535126426273016,0.06452147262667425,0.49113893730879327,-0.17418099349583135,-0.05029670214456673,0.23509562008962476,-0.29666209387317277,-0.15386716762545116,0.17786834014294708,0.09178152698652006,0.10581610088992727,0.13054970192943988,0.5784059352591572
15,people,0.007567982870205162,-0.19802184328898373,0.4448833540248849,-0.16247119541479377,-0.06468743474520244,-0.09022774969191916,-0.23161500977515034,-0.3496180640611035,-0.0003119118251656706,0.030805820039914545,0.04212722053650094,0.5786249344493282,-0.11781203096531064,0.14218311826191726
16,percent,0.10436802513367674,-0.00582877420032878,-0.3412390944277607,-1.1652343935159561,-0.34165920322541776,-0.18129113248522793,0.10046530750418836,0.11876569650010302,-0.16182130662978522,0.019974106801053874,0.2705600086252126,0.237481240982039,-0.15709008843704295,-0.13528529673567669
17,say,0.13629365983404684,-0.6821159559465778,0.17168400254275334,-0.8406127954404551,-0.11942088084651968,0.0185903162611257,0.0575375307449025,-0.2789775256496505,-0.16065281231766773,-0.11586105040931355,0.161776032024463,0.1845501514327834,-0.07742216595003237,0.14021731273805113
18,tax,0.20832099666497858,-0.4776795874501153,-1.304914261700458,0.4739906859596111,-0.3284854329232782,-0.17908272223832072,-0.08907236837316863,-0.13092700317070086,-0.2645641309057237,-0.19829326098662836,-0.25135554923855635,0.1649047582223429,0.1072043023454465,-0.14989795703177636
19,city,-0.10285407955400921,-0.17081094414473616,-0.4731766283127686,-0.13000504171551427,0.047455680789759494,0.0820891555073207,0.10042120167776117,-0.19561439665024344,-0.1075356700904685,0.005077238508351778,-0.014893737883526338,0.035113013908672885,0.11893320995564732,-0.46631373309307744
20,million,0.3204719967976232,0.39915485955136787,-0.4261565756046018,-0.44561474024405145,0.11063668181967497,-0.19135960207755584,-0.0913713980334899,0.34583852499885487,-0.21256411523597782,-0.33925650203144353,-0.39337878659829517,0.24323159407584907,-0.02013365306118187,0.19131898916210477
21,public,-0.1487533194924818,-0.23931760933325122,0.2267247789619186,-0.3992170233457329,-0.12520918251716265,0.21384868956039646,-0.4614807275606984,-0.18769103998087833,-0.027037794769182538,-0.3364300384437508,-0.023370887485487057,0.2904636875773813,0.05934727287349237,-0.2813678429720034
22,cancer,-0.23620934101038663,-0.3141502465337123,0.0532867493076775,-0.8542721312651479,-0.03318857094357908,-0.34560949030676674,-1.0672930500673758,-0.16376809613281576,0.3443932982353706,-0.06298867232784769,-0.12204473147624634,-0.13277481896699767,-0.020303248414274565,-0.5108242073755063
23,american,-0.04521554052779518,-0.5055346126002935,0.234619324423688,0.47037980531440154,-0.22190608802977102,-0.03389707419537173,-0.2056156299744873,-0.23007280906689154,-0.030923743698258063,0.007447237799845174,0.19687430353923321,0.09746360229521485,-0.14398986700680222,0.9351813769181363
24,law,-0.5609276253422284,-0.28389059986142684,-0.3937471056625885,-0.02678150825137642,0.31886819813822537,0.18180397505742282,0.45715005833635497,0.13066099609761175,-0.3787485718071972,-0.10029728826199079,-0.5567402640847927,-0.3039975679590167,0.10547636739332104,-0.6619632490423046
25,last,-0.07727383683015929,-0.21090914069428995,0.6591637115023851,0.1078387132840759,0.045828657671881524,0.05062173878615962,-0.14352047795900863,-0.2665283902422536,-0.2175143156535858,-0.23693548695653535,0.12324314370739893,-0.2132403410351362,0.12502911048211365,-0.2665780663620352
26,also,-0.2934707224448898,0.5656994407170952,-0.2803733635562592,-0.6703571231467397,-0.026094610190239544,0.1312032343310589,0.31806539493066877,0.5881880502549014,0.24761742551944124,-0.6191296128426256,0.010704236185703963,0.058669922856770064,-0.0026415713641027728,0.4464280530950811
27,billion,0.21060855715898766,0.21580828247298464,-0.42946319041515196,-0.8905828825089808,0.01438371391507555,-0.20662959361061992,-0.24689404583028135,-0.146576337330685,-0.04141363029941563,-1.422882336717621,-0.3446614357575253,0.15291746425679179,-0.2531418233570717,-0.24844888510774948
28,could,-0.0968226145913784,0.36947982348504455,-0.3844842112306316,0.8477635138082688,0.3544934773791867,-0.0608650357561763,-0.03559404197128087,0.04905757306638107,0.02978374999371812,-0.2245747063651677,0.09315011622337428,-0.11836873165653128,-0.1985950233979556,0.3223769317311173
29,bill,-0.27602517774748336,-0.17225779995421545,-0.27497689616670806,0.21718345838372818,-0.46942429499535293,0.048190993983144276,-0.3990626571931446,-0.2106939971159144,-0.26291291963590285,-0.6535829633352622,-0.6745492040947835,0.028560456865071877,0.4355954476942807,0.19822920602382216
30,county,-0.1868349590703446,0.44818375943449823,-0.16432791878790282,-0.32057895831210065,-0.040779455554848666,0.09938293293896525,0.1958176127153455,-0.27655926846893597,-0.16496459759614962,0.017356891180842274,0.0021488278232707895,0.04882360853149929,-0.056195458376397965,-0.07046503343800943
31,product,0.09507024816259795,-0.5843700272129659,0.21227427634310664,-0.2019182457722036,0.29292214037901865,0.11565931901216084,-0.011879902754216798,-0.1520252639920261,0.07833377428025261,-0.3666448312109166,-0.24248109423935518,-0.6630621183296425,-0.05677637771597243,0.14426172198869266
32,time,-0.2963280186097201,0.19703828147037772,0.011774666865707125,-0.22598323413058974,0.01931852154927564,-0.29827473662243403,0.6128032989059602,-0.259332075868075,-0.042168603368065674,0.04619941515574136,0.17558042550080633,-0.1283683516108242,0.09299194396557149,-0.32359335792102895
33,settlement,0.15863983583258123,-0.18572134686256253,-0.8282403649901249,-0.3081759300292876,0.04732475259052785,-0.0424355041783569,-0.08109897402199064,-0.05130895606206836,0.13972056465822047,-0.29480609401330876,-0.19391073845749343,0.14560054238138712,0.0011746685504477894,-0.4127305895764793
34,court,-0.4591762447492113,-0.2895739032833707,-0.4084183549474754,-0.33892047202607783,0.8579929250860905,-0.253332727527011,0.05864575963675889,-0.10367889713205279,-0.2682527729100297,0.1794818971639575,-0.9345136182726677,-0.41389400697061013,-0.6717750129180025,-0.49007719683478856
35,group,-0.04871102668060068,-0.3711434864200403,-0.1306261591376466,0.1639952448922328,0.22060396567573862,0.030578882267724237,-0.7819357778717905,-0.12028289591139738,-0.2743744323288866,0.05015942192406779,0.19422507799542665,0.25813845261687113,-0.03591079605899047,-0.37950929286150425
36,first,-0.0771965169447464,-0.32771226500394984,-0.4397030680082869,0.02538275805623923,0.17996423265012468,-0.07961985232361518,0.03167779541831584,-0.1612401222178008,0.07075159960770672,-0.03881056828105702,0.04901869714707861,-0.3332246317528007,-0.010418786223842121,-0.5078034049185588
37,study,0.12939833842784562,-0.36750288675288256,0.03544862375817734,-0.4887707857599994,-0.5496270849988829,-0.4295433517383145,0.13435019582172344,0.21546966371399515,0.33576487069904226,-0.4155888578821428,-0.11222560273266911,-0.7265276979227753,-0.6755657167061261,-0.514034969534873
38,nicotine,-0.3671131023134293,0.5131667524150527,0.31277179585573944,-0.3486423030487015,-0.1545672411945942,-0.25780168861713726,-0.398800310238177,-0.1904192319125057,0.44713709608645336,-0.08722283979191098,-0.19162117742103216,-0.9103844977987662,-0.1900910495287297,-0.5510562840509585
39,restaurant,0.23877824519743807,-0.07361240974567455,-0.7876428122717909,0.24248755892746313,-0.051445759760504896,0.001888169224646237,-0.67450607154153,-0.09940717175349051,0.005384785014573941,0.06628445942389861,-0.3232555740805526,0.13732678676745605,-0.19817115911262148,-0.3454773269974358
40,morris,0.06215966364596696,-0.37569580310517764,-0.016062331032136643,-0.0567191644125336,-0.7492652723885963,-0.12542936102572735,-0.27826307776942527,-0.07479946134234655,-0.6361728166957346,0.17736998544562854,0.31453440822228707,-0.2970099007109026,0.7110630334039318,0.09770431945458123
41,two,-0.004011032706585058,0.5227783251774437,-0.09510309098195527,-1.1853413655317737,0.0820233633059155,0.006935272285418471,0.3330924759477333,-0.1871774507334197,0.03140729010006483,-0.33001718276361675,0.04228254287602936,-0.3933446688486396,-0.22242624320764337,-0.0963285986164459
42,philip,0.3230325902447907,-0.35476267643003656,-0.179874740935611,-0.011338443384422615,0.6374902822370725,-0.25241092396917086,-0.06723163141913946,-0.0863460705669203,0.12899635683059535,-0.38950740715439386,-0.29504728544791703,-0.2518985379368542,-0.8678753294402564,0.2509132359693986
43,program,0.020342944045696074,-0.4254985706653167,-0.08723655489296671,-0.45561436372865066,0.11327086994670198,0.3174903573418079,-0.2366986455739562,-0.16567556770432015,-0.0863502014049431,0.3760626973934336,-0.08154181875122875,0.14542208225354716,-0.03899456245301584,-0.9264446181668222
44,lawsuit,-0.402328158536992,-0.36601670195033953,-0.04765945026589749,-0.5700295569409504,0.7220752603019749,-0.3873831378147807,-0.554426500157702,-0.14048613059394074,-0.4619022791254585,-0.8944413292484292,0.045506196459385764,-0.5971374583240201,-0.03471565182283803,0.21403889859500455
45,lung,-0.42177616124513584,0.08482026198492218,-0.2637006029782233,-0.4468754696765625,0.006186543908316,-0.11503829820240959,-0.6369346063766893,-0.10840843000562493,0.5150584238683827,-0.0811143715791654,-0.3362534988547583,-0.28985632510510817,-0.0279943675125334,-0.1520795434827449
46,u,-0.06178509169360534,0.42791314255898266,0.4094319028905593,0.04897731055942665,0.07362472652055056,-0.09939070792369153,0.20304181989452347,0.1380773817938213,-0.20323481562712778,0.0399822613870759,-0.14593394403018675,0.09627034218829769,-0.199388280428585,1.3543870420012039
47,federal,-0.09613830883886894,-0.42718815852557174,0.08209700505051773,-0.8185586912952273,0.27219071547794405,-0.019352290584321228,0.47747820646085,0.6550562783967255,-0.017680518623804018,0.22264739548607096,-0.18328262870803363,-0.616952964645755,-0.13247768569677854,-1.0550084251708989
48,money,0.38679993566612675,-0.3070182722490428,0.1802048226852174,0.2046938205158666,-0.41723507608249166,-0.4825974184691729,0.11307769788250048,-0.1176655449095247,-0.17742659071051878,0.17005340163730673,-0.24623514518955775,-0.26857422666434466,0.17409028042990554,-0.43064054618119185
49,government,-0.05248282681193126,0.3518010253726721,-0.40366075763447584,0.9171253356840543,-0.09077123780477143,0.02701990372106173,-0.22247189866918105,-0.15185844373227275,-0.11191854061578049,0.05252204210136406,-0.016319164463227294,-0.09061017747008224,0.400918556153969,0.175447460753702
50,general,-0.043995380504564,-0.02471373714716781,0.13925591298540665,-0.1901862006487836,0.08376028284842266,-0.04692632207385012,-0.5841889674617433,-0.12466297652674291,0.2342956272697101,-0.03726734506595825,-0.19629352197409808,-0.3204655081156083,0.2435785967186286,-0.31710221373653297
51,make,0.08457949997468683,0.16068408892423516,-0.06962551686390742,-0.8828650898694048,0.2302631933403077,-0.07134662152842412,-0.08455664182017561,0.19183258390280802,0.11340750697542594,-0.035545490676982684,-0.18874927642624412,-0.4709646896112061,-0.3445146079401892,0.09328112759929179
52,school,-0.4684620790326061,0.13577683954612615,0.18255662567376024,-0.43726867811431447,-0.1960548023749364,0.08056241632604778,-0.0037940343511151465,-0.20659091316526434,0.01832861555613704,0.030161599795239684,0.03899995295534607,-0.022889542209929798,0.01388868607484388,-0.6217018364493195
53,day,0.0035776407345589315,-0.3537459255701829,-0.08065012734862502,-0.24679412806920126,0.18580376867986914,-0.1380260330378176,0.04226140125661017,-0.15627160554485808,0.004735788151091685,0.043515292114909246,-0.032125306884689855,0.2818045924820282,0.008260002145545921,0.013275455096771806
54,attorney,-0.4405293349927134,0.023001014858845446,-0.08077485141714355,-0.1246596811329714,0.6391235806321887,-0.30519480378851777,0.7184673186541781,-0.10118022400683026,-0.568699756781953,-0.31172636299879974,-0.13834956891034003,-0.22397141560694026,-0.3085730198542898,-0.43636044545785607
55,week,0.012994462919376103,0.11793992501123449,-0.23705065671775732,-0.21326308979680933,0.20926209615187435,-0.32158162334863255,-0.2756589642565594,-0.12824737125979968,0.1498625385581682,-0.15985412366833415,0.008007898591394988,0.047624742621073156,0.13189426763647127,0.05377882937535241
56,child,-0.031486647220756385,-0.25881509065972863,0.12174978786908215,-0.0881589755419762,-0.02927587261461933,0.09800574560696691,0.004800112948180259,-0.2592619551233064,0.10363588547804244,0.05145825738491549,-0.2008088801382005,0.08295759035956671,-2.356683459441649e-05,-0.5241109114086704
57,bar,0.19241039702469018,-0.054020259310362924,-0.672536751914917,-0.23352562737071614,0.07236134797340382,0.036289282311776354,-0.1360441295595319,-0.07760309257919201,-0.03930498757367458,-0.16964643694915704,0.24790030736233334,-0.012465037694502919,0.029652280890434323,0.30538860153496716
58,sale,0.33244199106362254,-0.42196420781936717,-0.16096759834855534,0.26941566107660303,-0.5154153693741386,0.08228520027477416,0.13141673194967957,-0.15576019523173865,-0.18109362354020744,-0.9445045658591286,-0.5049295375327261,-0.2930158942211111,-0.16493392641402502,0.1663557485754942
59,case,-0.21166712570278812,0.1396257201723152,0.11382083626653394,-0.04411560871898006,0.3906236222239162,-0.5191561074138195,-0.5575879278815855,-0.08930812658756668,-0.30781641312727104,-0.29634984293810473,-0.6126820140866758,-0.23885600925583098,-0.19172429071637098,0.5867486926441092
60,many,0.10784448346136835,0.06407733264586842,0.4830323889052774,0.17288491148001403,-0.06346593197484181,-0.1430068067200678,-0.05846716579621742,-0.11360665652030143,-0.1952720392761026,0.18731729397535782,0.12040184811723985,-0.28210691293781104,0.15379176204523698,-0.5536666394493249
61,get,0.05953765689251339,0.22124736960030048,0.3939467774681028,-0.5235202491636454,-0.38440971702663557,-0.12118422196411366,0.2559471714321544,-0.22785572400443765,-0.05882007254325052,0.05559860219785021,-0.26937035167120993,0.5302506044467792,0.20370254489199105,0.23731133582178549
62,like,0.2119145776771016,0.031770429210630474,-0.3924505447551367,-0.30346164137785486,-0.5078662021658348,0.059922632160644564,-0.3859474999243548,-0.14147227215570118,-0.12108497969385877,0.2683497817092821,0.10466730140009427,0.16269504713217117,-0.35385741226966133,0.5127161302425975
63,even,-0.14110609251678258,0.01463168997957768,0.40814727132173084,-0.08322518512285593,-0.12288496136514339,-0.010914634429834121,-0.11753576955913134,0.5962516685591491,-0.17582812092604055,-0.1419894559771741,0.5197105347265467,-0.25791553339377127,0.24714204645729385,0.047187978180497754
64,business,0.49638044834408696,0.04963439947955356,0.053842258601654105,0.0011408492697407087,-0.16222731420488984,0.02414074381230263,-0.006277284503033781,-0.10600722800173068,-0.808906179761085,0.0959687337098088,-0.5005180876318904,-0.3365796444020192,-0.29579593014726924,-0.8775364500675679
65,antismoking,0.0976963293358349,0.13413892998807583,0.21903353680399656,0.41844868986790995,-0.2624200353458067,0.11611426363677785,-0.28599000169614364,-0.08633120514053208,-0.05946785035845729,-0.24461315456605204,0.23037003210990284,0.1757724020414288,0.16381367509181635,0.6375540486563243
66,drug,-0.1984805357131965,0.07893202154889968,-0.018784940882335895,0.22494254617862236,-0.22945740381721882,0.1972021446300818,0.025955479802326098,-0.13390778331947792,0.2630417683184079,0.012733417998586587,-0.25986376812334805,-0.09780974648349909,0.2121748719584215,-0.7188309711917396
67,may,-0.049621884240379374,0.31144898005685795,-0.7531618204763999,-0.7834538157822746,-0.07870180168238608,-0.06412466482633203,-0.1882454856166571,-0.1870615228661308,0.37479826323475257,-0.08303131662918725,-0.12216423967340535,0.34301691701184955,-0.12874485591200563,0.009254802913532749
68,official,0.07565514084541221,-0.32695267319228455,-0.7156021879028386,-0.8039481557484044,-0.5441219088581241,0.09936666394134762,0.5554545223792516,-0.1845685896009149,0.1884862967753513,-0.13033195181636806,-0.1557863546655185,-0.33998103616251174,0.10626937237493253,0.4709169611884365
69,use,-0.231467530628652,0.0828075957478519,-0.05539006171419688,-0.2122900287285849,0.15397182283471292,0.07387904468784084,-0.4627375886068025,0.534057153267076,-0.026953461253098575,-0.27972083004547954,0.15682059508522403,0.451159998337306,0.08521034381144751,0.25083093392064104
70,cigar,0.009936574624238682,-0.09235036820037137,-0.44381529624004534,-0.2170116367455962,-0.7595046040951532,-0.11748614324433013,-0.04698147877675951,0.06844023175324794,-0.10712572029912523,0.031612338949034764,0.1671426333865671,-0.3426485849330021,-0.04802810216988087,0.2480880412186298
71,disease,-0.17915924487081145,0.4295288685227736,0.016560516125661007,-0.32334087776222986,0.3383552795954023,-0.3532018044576449,-0.421458149652269,-0.15570373230300125,0.5098447019863954,-0.8912509970560817,-0.17289449300441914,-0.10169806276639026,-0.8024625084398556,0.5483481129244376
72,cost,0.4742142958661549,0.406084645403463,0.3012542805589025,0.016763863705124768,-0.13056994181213288,0.0005685302385705982,-0.3682218256810902,0.2124777689817263,-0.3885037428103238,-0.24233081941917275,0.009276748306344503,-0.17839101162623777,0.07231606096982474,-0.5964390930318831
73,want,0.06562605728598554,0.35941068420251515,-0.11357049434578458,-0.03275880436904916,0.14041281187089932,0.05211537386005247,0.12993922929323237,-0.14039087124240382,-0.506636090475854,0.3480776959703731,-0.017481261811781005,0.13172157915020732,0.010080813909646212,-1.2903077036064754
74,pack,0.23094661751805576,0.014789742422861903,0.2818699172206292,-0.6355495231239743,-0.0539802096450018,-0.16518841927331235,0.20568678882219926,-0.09007187755088807,-0.001274395436583344,-0.10260968968785654,-0.039273299204859904,0.09565418758477422,-0.09624850885428748,-0.057685434410266856
75,campaign,-0.21189685725038826,0.1904176183590539,0.025212785075285456,-0.2956657581916366,-0.49531762734383183,-0.261945217172225,-0.4558883872928319,-0.10133628353860151,0.18872624375149147,0.04993816202372731,0.18400151651941282,0.3650346734483311,0.5930181659749912,-0.2160592876050188
76,increase,0.19722158832196082,0.5116461148128888,0.09678214041766656,-0.38965331399836434,-0.5146968627729369,0.19209139514572,-0.17488806801861967,-0.11251950670452485,-0.3050512667938053,-0.5407523460314665,-0.7517554710858687,0.100570168127329,0.012452643130890695,-0.2688067148369637
77,quit,-0.08918770239498533,-0.3484306782923826,-0.6383247664048229,-0.033835604705943316,-0.23797113319751034,-0.36212944553071297,-0.3483594384985682,-0.27157636656284845,0.020894399890174664,0.5492314096147322,-0.26169558046724845,-0.39241973671648955,-0.538156060754686,0.041496069505812465
78,go,-0.13459571555585065,0.3075957887960502,0.15089002761815054,-0.1731422497627345,-0.1704631319629742,0.12699616094624638,-0.28451902731354406,0.11525682573704003,-0.08383515326227808,0.4110742201678543,-0.26539888623256896,0.23539810407928574,-0.04990134842123749,0.12480970633682906
79,month,0.12132326516347046,-0.3525559390103904,-0.3447559741027049,-0.870767350649605,-0.028324131458257452,0.05903598926014312,0.07271368576913631,-0.11431126786266875,0.13204711684563103,-0.10348246263529286,-0.03738803464495041,-0.19606956127735192,-0.2607966242069289,0.1984693355895065
80,way,0.04056662402173812,-0.3448021831687558,0.7277088978287097,-0.3980924343556182,-0.10177531701442502,-0.05133968878315009,-0.325805134823876,-0.09574509949943003,-0.025818327143139204,0.27440984634661664,0.13688011229630012,-0.025999092207334262,-0.3855001263109278,-0.721981090326297
81,advertising,0.03091754365612103,-0.14954043960271748,0.2190307586434269,0.1260410696956512,0.2510821927315377,0.09433008252787012,-0.26650777528718445,-0.06811887943267644,-0.38998073099273245,-0.3386785274076717,0.3633894796182818,0.49179225601438986,-0.4284530674548343,0.4894049700666775
82,area,-0.10077369420962964,0.3401487688276139,-0.5740683193395373,-0.4991693003030435,-0.23542049470704113,0.673262186178535,-0.15615542629805068,-0.17031146408479902,-0.2954789005676479,-0.338277161744493,-0.4742140866558193,-0.069963941500581,-0.6449527236330843,0.3776972748569379
83,florida,0.17721087846878125,0.1950610356080998,-0.08150678143619108,-0.5460275033608124,0.13425934009777352,-0.1171626173790349,-0.15244487370793555,-0.060730174201583116,0.03991242314174285,-0.7038243674522973,-0.5243207291140224,-0.3121165967557856,-0.012990506956692918,-0.6398033233541952
84,house,-0.427814187059438,0.44481956993519056,0.08204276960907739,-0.5056484959863107,-0.4633521896746169,-0.11288249441071668,-0.22161920459101522,-0.08676905835194909,-0.45367805576599174,0.04438467579859148,-0.3086929986670609,-0.3460297555888375,0.5501059253390186,0.4449582772135891
85,department,0.0036619973060274683,0.5936222185574401,0.38125978383034487,-0.5018760918679334,0.0760440081689816,0.031200579532195665,0.71243304809737,0.4057812349701151,-0.3161141458952013,0.05620759841105629,-0.20782423926039628,-0.010185649690902743,-0.13989506380193578,-0.1334843081572858
86,report,-0.2062374911543744,-0.20323751636430482,-0.3790489523227578,0.3511244860198777,-0.02707671092561198,-0.19384540189257532,0.39742623152217754,-0.150432643046418,0.47517422519165237,-0.26736973028975186,-0.18267009545492296,-0.11954433409528224,-0.13351321387793688,0.5073241536440304
87,president,-0.060597952746788454,-0.03101478716190134,0.19641446211212177,-1.0234657248994241,-0.33657938544614435,0.33147056708727024,-0.28475606319055763,-0.10157366796269383,-0.32587696918620107,0.06518103980265731,-0.08444512557861485,-0.13594952431949664,0.7217613836227448,0.28165745986304824
88,issue,-0.2900664003117972,0.13443060408771332,-0.24975567770087842,-0.1702418544306298,0.2743629089571816,-0.12516294318920237,-0.5162569424306,-0.11264200429101529,0.047899679390903414,-0.3466906082113046,-0.28677828777929026,0.363776827642667,0.42538214233872074,-0.006536634354579922
89,council,-0.2707266577810797,0.04777881426398864,0.30742727724181784,-0.4762810569931082,-0.3436437385658559,-0.06607673002704509,-0.25509495234219914,-0.040941196249257676,-0.19627777290738668,-0.5988571459391552,-0.17157820977536242,-0.2136038605722039,0.3321972597730077,-0.014960395520366905
90,lawyer,-0.18232058959146966,-0.30775412131019814,0.09285043023197867,0.12534468887727027,0.6612898146608864,-0.42337702521139425,-0.7346117213826567,-0.07024173216087963,-0.5192227462698603,-0.07318369951789887,-0.39734098608117085,-0.7978884015881144,-0.11841403100886196,-0.0666466417174057
91,york,0.0017501436668882096,-0.10142385243684054,0.7154554616172519,0.09103245985878787,0.1476106260904832,-0.056015838718448716,-0.025216930756130927,-0.06244545148711896,0.18440993779628753,-0.0836247751552981,-0.16572868236625202,0.10254591509525025,-0.599442381899338,0.6307633837136382
92,help,0.2808692928591953,-0.3135310960576778,-0.2787021152528183,0.17351299770012937,-0.711615953319998,0.07101385423040674,-0.0863880185357362,-0.13126641647842988,-0.1437851961818648,0.6046401748787937,-0.4950672864717764,0.6178201431142271,0.03456142145048843,-0.9321762149181129
93,death,-0.42978564382973555,-0.23404006801154245,0.4155755448950323,-0.24607086428457306,0.07663347631843302,-0.054441463638779435,-0.023381257168924967,-0.08254662127915685,0.2766560390952949,-0.10336700962952647,-0.34657646112953605,-0.189582149552913,0.07019195808342282,0.48836473840678124
94,among,-0.2273447368604212,-0.16253911175852437,-0.5745248446639492,-0.3228944380431258,0.03929005612471867,-0.2327011870342404,-0.19730790803866596,0.1495089352495201,-0.17626504580389785,-0.24495169612439013,0.5925338097060469,-0.03476772018939607,0.2749031398863069,-0.5942518201766084
95,much,0.18916685623925322,-0.37761916199990486,-0.03310060682062062,-0.24111492071373647,-0.3107915180510133,-0.26512839487566736,-0.12878266060327542,0.27818120506197835,0.0878637405888503,-0.12835497254178238,-0.03490650989993639,0.19573409247279014,0.1833530924054339,-1.1124371536013244
96,take,-0.07507391236578456,-0.2747307659092064,-0.004615990944202973,-0.3085023612049714,-0.10911670617980646,0.03023147634770367,-0.02261919708215678,-0.13266034991633943,0.08398305307400267,0.04793463729808208,-0.16525579015071162,0.057885103062234204,0.368906968180019,-0.33912258445102145
97,secondhand,-0.1674887853791169,0.2541429351261005,-0.5396516539050279,0.0352359236442099,-0.18143540608806027,0.16782352342241708,-0.08309448700226502,-0.19692145290403856,0.38473419929884334,0.008984734014130575,-0.44078742635083284,-0.07665714687419048,0.07476251355400393,0.007350818535475832
