word,count,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation,14: Other
right,12680,-0.23669372,-0.3108592,-0.10923662,0.2089222,0.14447287,-0.044886548,-0.04767921,-0.04215517,-0.15938085,-0.06421397,-0.025534885,0.040434603,-0.031986646,0.061405383,-0.15224057
u,12304,-0.084261045,0.0049128593,0.12347737,0.047770053,-0.043013584,-0.044598266,-0.042330284,0.21281688,-0.06662421,0.033417933,-0.022451295,-0.004521161,-0.116003856,0.30610964,0.015727695
say,11189,0.011654438,-0.0653797,0.124642305,-0.07428159,-0.023439543,-0.07860891,-0.027331796,-0.109766945,-0.08565045,-0.0018495012,0.010979247,0.012228151,-0.018023714,0.021258667,-0.0400699
federal,11086,0.049976535,-0.0048526516,-0.2036382,-0.10417141,0.03901067,-0.04191504,0.07999008,0.033467792,-0.003914415,0.008781784,-0.102185875,-0.04130998,0.004975879,-0.3985614,-0.05070038
last,10862,0.012693107,-0.15109886,0.06443038,-0.06639831,-0.0225883,-0.028601585,0.06730107,-0.018381651,0.044755816,0.020982796,-0.031906534,-0.060003784,0.0024554823,-0.020224966,-0.0784962
immigration,10704,0.036077052,0.029732833,-0.058916964,-0.03375388,0.03324609,0.04231054,0.047190376,-0.14496902,-0.101826824,-0.14300637,-0.022881484,0.025371788,-0.06224054,-0.2682245,-0.07122728
two,10321,-0.03223139,0.007697345,-0.11743164,-0.15636893,0.033610158,-0.097498864,0.11981565,-0.19484782,-0.0032962898,-0.08510419,-0.0709552,-0.0757666,-0.020376664,0.07081565,-0.11846499
president,10078,-0.037084263,-0.07813742,-0.18382259,-0.096721835,-0.09640461,0.01950388,-0.16161895,-0.14234929,-0.12027371,-0.14151303,-0.018311154,-0.07092719,0.23511107,0.024183374,0.007180885
could,9833,-0.080850974,0.16754837,-0.10402189,-0.044072382,0.057885464,0.06789221,-0.055835944,0.13013433,0.034061268,0.002894678,-0.11026849,-0.29343298,-0.08491839,-0.07655971,-0.076833025
immigrant,9662,-0.004799508,-0.3158344,-0.026501127,-0.0337675,-0.073312245,-0.096279964,-0.03581569,-0.29158917,0.0983673,-0.035948373,0.20564881,-0.012968339,-0.10712362,-0.64807755,-0.13244213
also,9415,-0.21303774,0.04194473,-0.05034758,-0.08701956,-0.08275032,0.0117793325,-0.040517356,0.05360939,0.06949568,-0.1044811,0.00080098334,-0.07727777,-0.030089041,0.049364045,-0.08361501
time,9402,-0.16049471,0.06404197,-0.016578723,-0.057460092,-0.027315976,-0.045582976,0.0073933084,0.09876291,0.030121582,-0.054708056,0.06689148,-0.035943754,-0.0019015612,-0.099919215,-0.08837522
gay,9325,0.0672174,-0.20836958,-0.043252386,-0.010272551,-0.0834031,-0.10690549,0.05090526,-0.35526875,-0.25480103,-0.100868255,0.027511708,0.09056825,0.0050170165,-0.05611996,-0.14454073
city,9298,-0.13522035,-0.02769093,-0.12746254,-0.094834134,0.070953034,0.0632075,0.09368737,-0.27024972,-0.09219452,0.041267343,-0.0008174863,-0.06516433,0.08426254,-0.081979275,-0.11453672
case,9017,0.049102012,-0.00993756,0.0093011735,0.03235908,0.1940131,-0.12823637,-0.09141489,-0.22322372,-0.10009288,-0.14410661,-0.1331278,-0.08747225,-0.11735339,-0.023130823,-0.07194989
mr,8811,-0.07514953,-0.16803631,-0.20838775,-0.021826228,-0.028289769,-0.10461273,0.012639386,0.07350931,-0.058943443,-0.06749852,-0.068367265,-0.053951442,0.14520562,-0.13291131,-0.16249758
issue,8768,-0.13178118,-0.23878464,0.21212056,-0.13603911,0.0024024535,-0.10866935,-0.28113562,-0.081075266,-0.109589264,-0.08744567,-0.06356274,0.009747254,0.14240466,0.011639736,-0.12343496
house,8765,-0.10540184,-0.1776428,-0.103459924,-0.16321018,-0.09464911,-0.13119765,-0.114845164,-0.07190178,-0.006714503,0.082112476,-0.19726612,-0.15949106,0.27145755,-0.02705057,-0.11004134
american,8483,-0.09200722,-0.07054952,-0.12668052,0.18133573,-0.075562574,-0.07820604,-0.22542407,-0.1212202,-0.07499969,-0.047097288,0.1786549,0.1853535,-0.07786467,0.22925527,-0.18682013
tobacco,8363,-0.0029119186,-0.2870953,0.14601561,-0.37846702,-0.08296855,0.099515654,0.009550232,-0.451008,-0.09441089,-0.20904042,0.03664153,-0.19408321,0.00029788906,-0.11172518,-0.17887749
change,8308,-0.042521186,0.04664386,-0.060653374,-0.22424245,-0.11764577,0.06273485,-0.1362602,-0.12838809,-0.17176662,-0.03955515,0.03881186,0.11543821,0.04412667,0.012306467,-0.12205282
country,8295,-0.06418788,-0.10093904,0.016004875,0.15608425,-0.046633355,-0.034430474,-0.17298958,-0.1248142,0.067093484,-0.06812521,0.07211485,-0.15239628,-0.17046674,0.4250505,-0.17539164
ban,8288,-0.09870822,-0.26034808,-0.13523647,-0.10407944,0.045237966,0.24824838,-0.18387389,-0.20484187,-0.12531619,-0.1967985,-0.2544551,0.061501723,0.0025614048,-0.06977253,-0.14622937
samesex,8221,-0.029336162,-0.257926,0.08621821,0.13859376,-0.09493315,-0.06381924,-0.23125766,-0.29679585,-0.069118485,-0.22900745,0.03432058,0.10563956,-0.03344513,-0.07278977,-0.11821795
national,8175,0.009086416,-0.017976472,0.07251422,0.026185751,-0.07985855,-0.071649574,0.022612987,0.2501427,-0.047187038,-0.16782801,0.0932484,-0.10211742,0.012438269,-0.2565851,-0.11672599
group,8166,0.033902906,-0.23080839,-0.048553765,0.050884865,0.079961635,0.024406014,-0.08077103,-0.008553994,-0.16540438,0.040507894,-0.058759402,0.25680226,-0.13726446,-0.17666554,-0.11904564
week,8089,-0.012377511,0.058684237,-0.16327624,-0.15230776,-0.00039238573,-0.054030232,-0.111969784,-0.1019177,0.09349733,0.06442987,-0.07087718,-0.044423368,0.0700814,0.24054232,-0.12657484
united,7907,-0.04066627,-0.23441325,-0.020910578,0.025457244,-0.13815348,-0.1182965,-0.02307188,-0.00408362,-0.036134835,-0.062237978,-0.14380875,-0.117139466,-0.2747746,0.41059923,-0.14441806
many,7871,0.067831144,0.02758338,-0.0125285145,0.025271786,-0.037367497,0.066059515,-0.035882127,-0.1634662,-0.07865351,0.053892005,0.0035269747,-0.04543465,-0.09206795,0.0029778962,-0.14117013
county,7713,-0.08634688,0.084436595,-0.08318658,-0.076470114,0.0628517,0.016707648,-0.015883842,-0.26395822,0.06674871,-0.044399567,-0.010473206,-0.022447279,0.020631015,-0.21267857,-0.045528594
day,7633,-0.05802832,-0.08903668,0.07795477,-0.010954671,-0.008000836,-0.124074176,0.041314397,-0.15097646,0.07410731,0.090097554,0.003446729,-0.07992582,-0.012466525,0.12841716,-0.12218192
climate,7574,-0.10896549,0.122151844,0.10017632,-0.2812388,-0.047185533,-0.071424514,-0.31548485,0.049559623,-0.08375281,-0.08639015,-0.20702884,0.022795128,-0.025440034,0.027767219,-0.08198965
republican,7542,-0.14667992,-0.40564466,-0.26639527,-0.36025226,-0.30452836,-0.15226577,-0.106369235,-0.20224054,-0.17671567,-0.3428388,-0.34698927,-0.1987574,0.41996107,-0.37383562,-0.14954157
first,7483,-0.011153902,-0.051743932,-0.04321299,-0.1852158,0.1262753,-0.11026215,-0.04282206,-0.15770803,0.038433656,0.006761016,-0.02607913,-0.1709187,-0.013160941,-0.1594961,-0.11055096
percent,7383,-0.004826409,-0.020714529,-0.13561054,-0.07067049,-0.1409225,-0.05985278,-0.01915455,-0.10335769,-0.089781836,-0.10234204,0.12799357,0.17769375,-0.22625093,-0.11088247,-0.16620082
weapon,7352,-0.14780079,-0.21786472,-0.10139934,-0.16768475,-0.010820267,0.043636493,-0.034244012,0.006078833,0.11645019,-0.2137266,-0.08291166,-0.25321662,0.076540224,-0.055173855,-0.09123727
school,7305,-0.087462366,0.033704862,-0.11773184,0.018903762,0.0042032073,-0.011935969,-0.095861144,0.060027823,0.06596715,0.04912186,0.01794046,0.044373922,0.018786523,-0.11838084,-0.03642775
public,7174,0.15759799,-0.16688937,-0.042865664,0.019201117,-0.007048118,0.0923505,-0.019347379,-0.055100325,-0.07847273,0.015971778,0.02894683,0.19368668,0.06967457,-0.20899586,-0.12624127
control,7157,-0.2255029,-0.2094468,-0.07237024,-0.19639035,-0.13861462,0.06489776,-0.037137885,-0.015589372,-0.11304802,-0.088451385,0.0044222777,-0.030930096,0.0707389,-0.13275574,-0.15983808
make,7153,0.13545515,-0.06801685,0.012276741,-0.15394574,-0.0374249,-0.009563857,0.044446476,-0.113168515,-0.0044292994,0.039835803,0.11328311,0.026705556,-0.06187086,-0.11787272,-0.19515118
official,6677,-0.15258445,0.12221522,-0.2503994,-0.17578745,-0.11778186,-0.064202994,0.25284398,0.07843869,0.040360335,-0.19692978,-0.052591827,-0.16983166,0.02847146,0.0695527,0.019245096
senate,6422,-0.17684768,0.15078047,-0.18951482,0.07707795,-0.16373281,-0.11508334,-0.10363376,-0.026928121,0.04490012,-0.21114287,-0.20528257,-0.30090114,0.25251928,-0.31119722,-0.09419068
even,6410,-0.0020284995,-0.077381745,0.23521228,0.072966136,-0.08448801,0.00041369718,-0.07187079,-0.020579178,-0.14960274,0.12504812,0.115605995,-0.10671547,0.021696914,-0.07881572,-0.100352645
judge,6357,-0.27702388,0.16143346,-0.24112687,-0.054653194,0.3238708,-0.06304627,-0.13079771,-0.20620671,-0.16697954,-0.24217205,-0.40103024,-0.2028737,-0.28317007,-0.17562799,-0.02955194
government,6335,-0.034883894,0.08039382,-0.08079144,-0.08523316,0.078521036,0.00850714,0.05001239,0.1497352,0.058844056,-0.045769114,-0.07357481,-0.07504481,-0.02378869,0.228245,-0.11754396
legal,6330,-0.029332953,-0.03614851,-0.23731036,0.022050712,0.27626055,0.15018731,-0.32610467,-0.2161177,-0.14958292,-0.01709609,-0.11152469,0.13680856,-0.056781847,0.23928578,-0.12430568
illegal,6326,0.045557853,-0.07537664,-0.31813005,-0.008402008,0.10306928,0.07481974,0.20689441,0.06620248,-0.15178046,-0.13334168,-0.27073255,0.1033865,0.06529903,-0.0048076473,-0.13916744
like,6194,0.061552346,0.047288943,-0.12928882,-0.086992905,-0.07999499,-0.00829062,-0.22152112,-0.17154422,0.029103367,-0.026616897,0.055395506,0.04222139,-0.15180318,0.19644776,-0.034775898
may,6154,0.004903746,0.054517716,-0.14946736,-0.065829225,0.03457299,-0.0936156,-0.16927339,0.15017669,0.12213842,-0.0076266,-0.05874703,-0.15846315,-0.09037844,0.01322652,-0.11105037
attorney,6133,-0.20210274,-0.17750247,-0.10776922,0.08604531,0.30648804,-0.013943493,-0.08971553,-0.21974018,-0.14281374,-0.15109819,-0.4663677,-0.35301492,-0.09403797,-0.17354673,-0.06408732
penalty,6043,0.118758194,-0.105246164,-0.06870811,-0.009896571,0.0012617701,0.15820433,-0.06148936,0.010365176,-0.48618615,-0.049286913,-0.031005768,0.014704451,0.0053622997,-0.018315043,-0.16324365
month,5977,0.122853816,0.12208041,-0.09508927,-0.24196659,-0.07324594,0.021804057,0.099851064,0.09391001,-0.015870132,-0.014382846,-0.051541448,-0.12159265,-0.007868051,-0.11546279,-0.10625015
firearm,5970,0.041879002,-0.060326308,-0.42279235,0.03934003,-0.04949415,0.007259206,-0.025376309,0.06897651,0.18512535,-0.17225364,-0.038279135,-0.028041858,-0.04770745,0.13192102,-0.12201372
amendment,5947,-0.040818494,-0.2768802,-0.022621974,-0.04346966,0.26650485,-0.00050404464,-0.24877991,-0.26483706,-0.24834996,-0.16543198,-0.15938751,-0.03276133,0.022553295,-0.4294985,-0.11552073
smoking,5936,-0.23165609,-0.556032,-0.34953243,-0.273501,-0.22320276,0.19443583,-0.08852186,-0.48499253,-0.03982036,0.07101873,0.062043518,-0.16838899,-0.04785045,-0.13246836,-0.21313007
get,5931,0.120113894,0.07769777,0.073654026,0.017653316,-0.03747846,0.010588624,0.18631192,-0.15476322,0.027657313,-0.029091317,-0.027974468,-0.054797526,0.038874812,0.015795331,-0.11235518
million,5920,0.28287676,0.17141455,-0.021813525,-0.12670279,-0.16838542,0.0017075817,-0.031438228,-0.16693652,-0.24336623,-0.2049064,0.03192349,0.006614204,-0.1432408,-0.105682515,-0.17579569
support,5848,-0.029997533,-0.053429637,0.06732403,-0.11317617,-0.43870783,-0.19582674,-0.11584822,-0.19258204,-0.17101716,-0.14656661,-0.067756884,0.16792394,0.11953022,-0.08069232,-0.0049560694
police,5837,-0.28093755,-0.1280755,-0.42069697,0.042811435,-0.11445764,-0.0014567678,0.36463922,-0.045606885,-0.1171988,-0.13912593,-0.12442315,-0.05554989,-0.12119016,0.20093213,-0.12582439
couple,5764,0.05656377,-0.16626613,-0.15307114,0.08903031,0.026211912,0.10588974,0.053184766,-0.17564586,-0.20588909,0.20796493,-0.010548845,-0.15568303,-0.12367341,0.21845818,-0.0993593
child,5721,-0.028629277,-0.16300786,0.2509908,-0.09340066,0.047773086,-0.030011116,-0.204848,-0.17135538,0.25274053,0.06290252,-0.06297835,-0.05724525,-0.14239582,-0.26689893,-0.03664229
life,5635,-0.25971293,-0.2654611,0.0877175,-0.2332773,-0.05541035,-0.014109371,-0.12100206,-0.028914828,0.18161957,0.26434672,0.028689303,-0.12628135,-0.15054592,-0.19269896,-0.14751771
vote,5621,-0.39905116,-0.02741532,-0.084451474,-0.1545427,-0.108176336,-0.16314605,-0.39139488,-0.24419945,-0.20563012,-0.3269142,-0.24803346,-0.03173909,0.25626963,0.009104126,-0.08180171
nation,5572,-0.24939086,-0.21074316,-0.053669278,0.13113797,-0.07331169,-0.035561115,0.13478534,0.18003173,-0.19053014,-0.18601048,0.17714329,0.012209225,-0.003599989,0.45961115,-0.0072936476
since,5557,-0.0055597425,0.06168429,-0.16781631,-0.21501592,-0.07123067,0.045585413,-0.04552417,-0.043967914,-0.07536793,-0.024214316,0.13057707,-0.08753702,-0.03816281,0.1414833,-0.098320596
measure,5507,-0.15365168,0.23786058,-0.12138559,-0.15295045,-0.21934062,0.073612496,-0.18793476,-0.08649967,-0.048423532,-0.19483432,-0.08166856,0.123581134,0.07960001,0.17490567,-0.03268763
company,5446,0.44568962,-0.32256395,0.107116245,0.08026471,0.114001416,-0.2855186,0.09736013,-0.25063318,-0.084471956,-0.21013454,-0.17525136,-0.3127453,-0.279424,-0.35345587,-0.096019775
shooting,5429,0.041999403,-0.19457705,-0.31254175,0.019842653,0.01682915,-0.13177156,0.04920226,0.020070354,0.015703654,-0.026788998,0.013337204,0.0032754824,0.014644769,-0.04011601,-0.12108431
global,5350,0.21593514,-0.10478625,0.03946527,-0.3062376,-0.2045875,-0.05039147,-0.27619863,-0.12012098,0.10230276,-0.1263296,0.07358582,-0.17698732,-0.06230835,0.13235012,-0.06681743
supreme,5350,-0.1383172,-0.15645851,0.10694444,-0.0515078,0.05075167,0.07603325,-0.055249285,-0.4181701,0.20036273,-0.017119445,0.17303224,-0.29351538,-0.021334112,-0.374385,-0.08816292
way,5323,0.016015625,-0.19578919,0.15954684,-0.07203728,0.019535378,-0.10194046,-0.039493106,-0.0009863697,-0.02708949,0.022247037,0.072161414,-0.10663429,0.027481414,-0.047846477,-0.055854734
take,5298,-0.011246566,-0.0658945,0.0074294466,-0.023670215,-0.009048416,0.018416137,-0.0672137,-0.002597595,-0.00974572,-0.08658177,0.03420906,0.16240776,-0.031568993,0.06537851,-0.03463848
want,5187,-0.021988975,-0.23819858,-0.10073874,0.0003681696,0.043157816,0.029215317,-0.03211155,-0.11638738,-0.22959842,0.15043911,0.07764179,0.1648203,-0.06692361,-0.25562778,-0.13148333
three,5169,-0.0042486796,0.018130893,-0.16190805,-0.10235821,-0.011457496,-0.002768778,0.10822733,-0.063781045,-0.052231196,-0.083040014,-0.015330565,-0.06932433,0.042869292,-0.11390113,-0.13077044
florida,5120,0.12333765,-0.04448028,0.07901904,-0.053036124,0.08962639,0.008423077,-0.029266462,-0.11308908,-0.10969315,-0.28873268,-0.15532666,-0.0018299306,0.03823239,0.11996975,-0.134008
cigarette,5109,0.022019735,-0.33262268,-0.01282459,-0.10484644,0.019351346,0.054231353,0.1232971,-0.43491936,-0.003007594,-0.11469972,-0.019530583,0.08875172,-0.17419629,-0.10664465,-0.14205883
decision,5088,0.14697687,-0.122991644,0.1481483,-0.12171074,0.18758883,-0.10188616,-0.31047946,0.059312444,0.011246965,-0.06499223,-0.15254472,0.055791963,-0.08254268,0.023061289,-0.13746597
congress,5088,-0.18597798,-0.046898305,-0.14921738,0.02862966,0.057998717,-0.0029503994,-0.06683518,-0.040197544,-0.10066812,-0.05981715,-0.14633143,-0.09570355,0.3454209,-0.28443742,-0.09139108
washington,5010,-0.028555874,0.005593467,0.06360474,0.06779222,0.05403102,-0.092807785,-0.1750411,0.15361531,0.007921784,0.017551476,-0.10753636,0.008896542,0.009022018,-0.059967615,-0.087921895
member,5008,-0.043172732,-0.14991783,0.08097547,0.051667545,-0.049844045,0.059182897,-0.0077203885,-0.2146995,-0.13654312,-0.0072806035,-0.0093335,-0.013191329,0.01253037,-0.29794407,-0.124944136
legislation,5001,-0.16253376,-0.15209334,-0.076652914,-0.036629237,-0.15241112,0.16627203,-0.19978203,-0.17584276,0.03903191,-0.30298442,-0.22330266,-0.00036504254,0.11338075,-0.25573412,-0.15435885
california,4983,-0.09172086,0.21093479,-0.075679496,-0.19395007,-0.023512641,0.08435515,-0.07758209,-0.061596382,-0.03151755,0.075334094,0.025092945,0.01764759,-0.013651908,-0.026085714,-0.17846096
health,4923,-0.3123273,-0.2046805,-0.15692228,-0.008184959,0.0047362708,-0.008593833,-0.01795289,-0.34650505,0.55256397,-0.19103025,-0.015965924,-0.13328727,-0.12542701,0.3181019,-0.037270155
york,4889,0.037628707,-0.14128023,0.037622374,-0.14390527,0.04112148,-0.11720025,0.044628754,-0.044675536,0.03559416,0.089521885,0.006519356,-0.024626529,-0.10048599,0.28087568,-0.20510504
warming,4888,-0.12056398,0.2657258,-0.23765062,-0.24027747,-0.070787586,-0.035723023,-0.3265442,-0.22131526,-0.39045966,0.06661729,-0.08647419,0.16491708,0.029327406,-0.12017138,-0.12255937
crime,4746,-0.28594655,-0.13971782,0.14645913,-0.064739585,0.027803818,0.029413719,0.27209902,-0.0033137975,-0.40753603,-0.22737199,-0.27097982,0.06407969,-0.049651325,0.103491336,-0.093602955
including,4692,0.16873446,-0.22974037,-0.060311396,0.021067793,-0.0997184,0.006687155,0.02024006,-0.019731008,-0.15112866,-0.21602505,0.11156753,-0.021019991,0.041716933,-0.008920236,-0.03175589
family,4655,-0.04156583,-0.13064322,0.22185893,-0.16664729,-0.0059107784,0.01753562,-0.13681728,-0.29781058,0.010525244,0.2356935,0.026031038,-0.020962264,-0.045745708,-0.28711894,0.060659923
whether,4639,-0.10287146,0.08811169,-0.167225,-0.09579847,0.1754991,-0.10717817,-0.114808746,0.18942063,0.1757906,-0.207862,-0.12211981,-0.03954685,0.038041454,-0.14658251,-0.090196975
policy,4547,-0.024848023,-0.07344928,-0.09702173,-0.037006527,-0.048455123,0.4698754,-0.062895566,-0.10373448,-0.26211986,-0.035752963,-0.07913442,-0.10452649,-0.011959006,-0.063257344,-0.10299765
emission,4520,-0.014851467,-0.04268557,0.068872765,-0.27437928,-0.034302495,0.048165616,-0.3518018,-0.04318695,-0.49106598,-0.103191994,-0.06049053,-0.2115727,-0.04591052,0.062194154,-0.15324156
appeal,4506,-0.20332257,-0.174031,-0.0877063,0.08083829,0.092626125,0.080556475,0.009400723,-0.5228074,-0.18464288,-0.027794596,-0.12199212,-0.2553279,0.02095633,-0.12807786,-0.16643411
made,4487,0.016723227,-0.020666156,-0.016186273,-0.13191283,-0.0077459174,-0.025643963,-0.08164009,-0.05948774,-0.07216169,0.050570488,-0.03303304,-0.07204504,0.063635185,-0.15051286,-0.007867068
check,4487,-0.054362074,0.115758575,0.09021405,-0.03473737,0.030725852,-0.09626858,-0.17444485,0.36257297,-0.11190275,-0.14057238,-0.13782611,-0.051641386,-0.16768412,0.20376763,-0.08130696
show,4450,0.23813373,-0.16499871,0.17220573,-0.07464586,-0.07829653,-0.11080453,-0.08918328,0.13306567,-0.03589825,-0.28831843,0.28806522,-0.03443621,-0.120257065,-0.18888564,-0.050905555
rifle,4439,0.15697788,-0.25527477,-0.40650097,-0.16604021,-0.039229386,0.04896874,-0.026868507,0.025077736,-0.17015952,-0.046659537,0.11615856,0.21900555,-0.081881456,-0.12985441,-0.12720346
today,4423,-0.07262081,0.06115391,0.028087908,-0.24192692,0.028187018,-0.2557385,-0.0483463,-0.18158841,-0.07161524,-0.127323,0.07431841,0.043719914,-0.011948122,-0.015397943,-0.16501406
come,4413,0.17669171,0.16865844,-0.04364106,-0.06310012,-0.11190327,-0.0147596635,-0.18533826,0.049236704,0.022477387,0.061112348,0.03213248,-0.0725406,0.074070856,-0.12157436,-0.14265653
dont,4401,0.0022270472,-0.016202321,0.019793991,-0.0648708,-0.10166712,-0.05589157,0.085071556,0.16190563,-0.08478141,0.08030379,-0.10076564,0.15400775,-0.00058464665,0.033544682,-0.1231048
woman,4383,-0.30096555,-0.16777408,0.019931993,0.05593779,0.020810926,-0.11941649,0.052276142,-0.09386839,0.023298098,-0.069106884,0.00030765857,0.10932776,-0.12750064,-0.16195174,-0.19401883
district,4338,-0.23969081,-0.00013686852,-0.13266207,-0.14582819,0.068096094,-0.08918306,0.05776045,-0.058964923,-0.0049008485,-0.2531281,0.09996374,-0.19939855,0.027848203,-0.28527904,-0.15539615
gas,4285,0.09852148,0.01463676,-0.07041202,-0.3005418,0.047485076,0.10417045,-0.22266279,-0.18802324,-0.020254679,-0.32985404,-0.3897241,-0.072612084,0.15345697,-0.061480936,-0.16578066
man,4277,-0.35178807,-0.2332997,0.15857063,0.14579004,0.012819327,-0.07115652,0.10627985,0.021784976,-0.09916981,-0.15708916,0.019467143,-0.16925335,-0.013949468,-0.24158524,-0.25021693
justice,4269,-0.31947485,-0.15279137,0.2265005,0.19846417,0.292097,-0.1725903,-0.3557321,-0.17083928,-0.19609441,-0.25189286,-0.15631264,-0.02205573,-0.13897297,-0.0053276774,-0.07362985
murder,4264,-0.19094104,-0.24987386,-0.11082824,-0.013169088,0.15561414,0.029021995,0.005524764,-0.22413048,-0.3243428,0.0075769993,-0.21005905,-0.3345428,-0.20001422,-0.11992316,-0.17517601
work,4212,0.15609728,-0.24138287,-0.33607742,-0.10491812,0.0042535095,0.08398261,0.012736266,-0.24323119,0.049115088,0.14044766,0.058733378,0.036190473,-0.078768544,-0.006646139,0.17876342
plan,4196,-0.037903015,-0.31621003,-0.11333145,-0.13763414,0.04176427,0.33583876,-0.112320185,-0.1485913,-0.20620085,-0.04949021,-0.16855703,0.004534554,0.011617741,-0.13802655,-0.10405911
tuesday,4185,-0.047562227,-0.20797825,-0.27106792,-0.11736905,0.1202457,-0.22521983,0.0212129,-0.043694682,-0.095810644,-0.13579023,-0.2045472,0.010360688,0.12925489,-0.06234588,-0.2312008
administration,4147,-0.16639104,-0.15800749,-0.23042287,0.17501265,0.078919776,0.07420139,0.017200261,0.1121121,0.09258749,0.033406343,-0.07784758,-0.08368621,0.19760321,-0.056290194,-0.15519801
report,4123,-0.11720658,0.1109958,-0.08348927,0.09415816,-0.17962891,-0.06740415,0.02198929,0.1887038,0.1343939,-0.03936563,0.026996024,-0.23325838,0.07926141,0.014982348,-0.06842268
part,4119,-0.15445293,0.085544616,-0.17209117,0.027453477,0.08872331,-0.1819833,-0.09956802,0.20372462,-0.102782406,0.035774145,0.17193545,-0.16264454,-0.093525045,-0.32767698,-0.098035835
need,4117,-0.018732307,-0.01884907,-0.15521383,-0.12507601,0.0824491,0.003552635,-0.07990337,-0.036471553,-0.042756613,-0.024685588,-0.030647958,0.09254254,0.055369902,0.017440762,-0.189664
much,4052,0.08326235,0.11041231,-0.044956256,-0.27382633,-0.14972085,-0.09475574,-0.021032538,-0.2209563,-0.09812008,0.14398381,-0.12668422,0.15408443,-0.084548384,0.09270401,-0.19065902
program,4031,0.09226029,-0.1988756,0.0129792215,-0.20086306,0.009315632,0.19019566,-0.16559604,0.22051485,-0.096250415,0.12119152,-0.14991553,-0.04957927,-0.078791775,-0.27113426,-0.07275667
general,4023,-0.069737285,-0.05648173,-0.10547068,-0.08766141,0.16577427,-0.009543958,0.010200298,0.15765269,0.07485758,-0.17320406,-0.11236673,0.17700027,-0.10772573,-0.17183581,-0.17299
association,4014,-0.09596111,0.37057993,0.06286342,-0.15944135,-0.06491672,-0.020760363,0.023686934,-0.3069522,0.08317736,0.11768267,-0.12190616,0.039115265,0.10859452,-0.1281652,-0.12967631
