word,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
caught,-0.11614677,-0.08094269,0.005696177,-0.12011515,-0.09851644,0.061557457,0.113805525,-0.068772115,-0.10909118,-0.1471665,0.03415546,-0.02855064,-0.0031956497,-0.102937944,0.0014633605
living,0.022303877,-0.07925767,-0.0023193643,-0.11276146,-0.12129576,-0.09169588,-0.016507464,-0.08508402,0.07926956,0.11254176,0.08875489,-0.13767833,-0.11650646,-0.114612326,-0.005033152
activity,-0.09572297,-0.05988053,0.08097876,0.08533186,0.09763369,6.7304296e-05,-0.043611195,-0.05712382,0.07365418,0.029892044,-0.037582316,-0.15707774,-0.03345968,-0.109433986,0.0024223519
supporter,-0.11455712,-0.06431629,-0.11880101,0.055561636,-0.08102656,0.10332375,-0.119538724,-0.05381791,-0.09959576,-0.10552131,-0.11355665,0.02287248,0.105612956,0.06195163,0.005957015
present,0.002478887,-0.06992491,0.06397477,-0.08626903,0.062230565,0.025846116,-0.10521175,-0.050650828,0.09556471,-0.14292097,0.062096618,0.002358873,-0.04495733,-0.09291335,0.005050536
request,-0.06411474,-0.075211115,0.0060180146,-0.08068311,0.03995284,0.08147198,-0.06865431,-0.041703742,-0.0842019,0.070440084,-0.027850011,-0.118683755,0.08789759,-0.11592973,0.00519198
attention,-0.08530175,-0.07553001,-0.14482166,-0.12426556,-0.06246007,-0.112598345,0.098523356,-0.0640246,0.023416962,0.062028486,0.06379022,0.071272716,0.10251213,-0.10340143,0.0031684467
alone,-0.08843718,-0.08237986,0.008852475,-0.12300435,0.092865236,-0.09350599,-0.1313823,-0.06349702,0.067728244,0.085773855,0.04876826,0.0074504055,-0.103038564,0.09658868,0.0050428957
check,-0.0655339,-0.071592145,0.07998561,-0.08244775,-0.102511704,-0.11080733,0.09384708,-0.06718191,0.041910943,0.03715931,-0.09505438,-0.10752039,-0.033671085,-0.097756065,0.0004671386
addition,0.013737283,-0.08403441,0.005973764,-0.118866,-0.112797715,0.07458834,-0.04354411,-0.06359232,0.051358696,0.0680795,-0.011480426,-0.1346184,-0.06571111,-0.107211515,0.0022995444
senior,0.10046734,-0.079989314,-0.05735227,-0.09060239,0.005983424,0.08842333,0.006834216,-0.05221473,-0.07824232,-0.032488644,0.06832872,-0.12484921,-0.066609174,-0.09333899,-3.1198506e-05
underage,-0.10164005,-0.082485355,-0.13534997,0.068404056,-0.08858728,-0.100862876,0.111241125,-0.06257081,-0.083335206,0.07932805,0.06643392,-0.00073380966,0.07013384,-0.08926274,0.0023162912
boy,-0.104768224,-0.06496193,-0.126532,-0.09250365,0.044065565,-0.025910752,-0.069278896,-0.07203994,0.037852623,-0.048674423,0.10441668,0.06447639,-0.10813239,-0.08874935,-0.0040582474
grow,0.066693634,0.0817164,-0.12913126,-0.08318724,-0.08988285,-0.12790056,-0.078474745,-0.06571209,-0.024469115,-0.084185235,0.050161153,0.024660083,-0.006889213,-0.10849472,0.0006363103
nine,-0.11318165,-0.07646308,-0.12344477,-0.09073368,0.114051506,0.024894537,0.048976026,-0.06487128,0.056734886,0.014171695,-0.080954745,0.07275867,-0.09540717,-0.13163877,0.0049179266
negotiation,0.008394693,-0.09052029,-0.115538,-0.075355425,0.07978036,0.085165165,-0.14701198,-0.04169612,-0.07699726,0.101895295,-0.10064903,-0.09429502,0.036974333,-0.13309519,-0.0011261455
operation,0.059242774,-0.079389445,-0.11994155,0.073854886,-0.10332053,-0.07316179,0.10736267,-0.051526252,-0.02888819,-0.07029507,0.015198249,-0.110075764,-0.032445893,-0.10965273,0.0017670025
alderman,-0.09994196,-0.048288293,-0.06826091,-0.104252055,-0.06812902,0.022594554,-0.12554981,-0.05955802,-0.01940143,-0.02110991,-0.09991917,0.04145307,0.103363164,-0.1044269,-0.0017073639
heard,-0.08070874,-0.08369053,-0.02038293,-0.091771066,0.1223559,0.038333107,0.066046186,-0.067843944,-0.068907104,0.016372904,-0.012678828,0.10047315,-0.109743714,0.08910369,-0.0034588443
asking,0.051058546,-0.07632163,-0.0063464637,0.09251615,-0.013721406,-0.0054120044,0.07284809,-0.059363294,-0.120934464,-0.016858434,0.07253104,-0.05400986,0.035194233,-0.09644668,-0.0034502796
gain,-0.025553675,-0.065222375,-0.059094436,-0.086417176,-0.085451216,-0.0010592354,0.026756682,-0.06383223,0.08584585,-0.0643304,-0.107586466,-0.11028089,0.021531774,-0.10289571,0.0062082615
virtually,-0.06568045,-0.0729151,0.07291845,0.1003004,0.058074795,0.019798784,-0.1316491,-0.055511612,-0.06850616,-0.0806848,-0.048657347,0.12942998,0.10385289,-0.111059494,0.0008242401
los,-0.035973065,-0.07427703,0.104849204,-0.08933059,0.09105702,0.030633941,0.029608643,-0.061719626,-0.12115653,0.080612294,0.05858574,0.019097228,-0.09128073,-0.10347929,0.002713838
wisconsin,0.06263493,-0.09519015,-0.10019563,-0.08099329,-0.050722256,-0.12762898,-0.11540327,-0.09119875,-0.054244515,0.08404952,0.07894078,0.08692007,-0.077342086,-0.11497701,-0.0041391896
employer,0.070168845,-0.07372542,-0.121646926,0.1162995,-0.11566729,0.017168429,-0.11204167,-0.081185706,-0.10007139,-0.105881825,-0.11222093,0.08987259,0.035570975,-0.10615984,0.0058203153
consumption,0.08011139,-0.086064056,0.07768367,-0.12784755,-0.0698003,0.09781143,-0.05306874,-0.07648755,-0.11071177,-0.0807613,-0.013739358,0.03463156,-0.043355986,-0.019065978,0.00074707053
opportunity,0.0019039406,-0.07373538,-0.14464715,0.071780354,-0.054625288,-0.027869862,-0.06852858,-0.053687703,0.08021777,-0.10228057,0.12323321,-0.14827585,0.061034143,-0.12348271,-0.002237173
difficult,-0.017137984,0.07370268,0.06340832,0.0423803,0.048805572,-0.06375381,0.008670963,-0.065822005,-0.016621679,0.07529918,-0.070551574,0.021345135,-0.14306894,0.040758822,0.0023648061
previous,-0.10512742,0.059999127,-0.13646796,0.06720428,-0.047667578,0.10424974,0.0058699464,-0.06524746,0.033210997,-0.1380019,0.09886244,0.021333082,-0.004804233,-0.08741317,-0.0021381327
percentage,0.07537083,-0.079615995,0.037201785,-0.10665012,-0.10679106,-0.1396609,0.031282958,-0.084354766,0.05305533,0.06009224,0.058416698,0.083658926,-0.108478785,-0.12586334,0.0045622024
approach,-0.12158305,-0.06649113,-0.124183685,0.081284784,0.1023489,-0.013734807,-0.03373363,-0.052412156,-0.082782194,0.07784741,0.05562467,-0.13335536,0.04021306,-0.10828526,-0.0059942747
santa,0.010971661,-0.08663861,-0.10912573,-0.07026093,-0.10578077,0.02042051,0.058208782,-0.07073368,-0.081981935,0.033836227,0.096017405,-0.13720511,-0.030140558,-0.09813927,0.0020059457
population,-0.017683972,-0.08767638,-0.1235116,0.059941456,-0.10195298,-0.10199883,-0.04829745,-0.07226768,0.10659938,-0.13769019,0.10571022,0.09413987,-0.06508653,0.036267225,0.0034586005
exchange,0.10792941,-0.07802169,-0.13623334,-0.07582804,-0.007967741,-0.11377823,-0.08917579,-0.053781573,0.037165303,-0.10064258,-0.11927676,-0.08790838,-0.006551082,-0.10238328,-0.0030551527
leave,-0.008309968,-0.077263676,0.072413154,-0.128021,0.009944039,0.07817468,-0.05246689,-0.05822867,-0.09096149,0.08286089,-0.12799832,0.031443518,-0.08054105,-0.10218077,-0.001488816
huge,0.08251595,0.074893236,-0.04903877,-0.09981031,-0.015908752,-0.12376295,-0.12382144,-0.051007025,0.045005422,-0.023551818,0.106050685,-0.1236,0.1261758,0.082054235,-0.0024726128
else,0.0058609983,-0.07771049,-0.0146067515,0.1055189,-0.04515274,0.009127287,0.010564925,-0.059242573,0.02799171,0.1077726,-0.051089227,0.094441146,-0.07172912,-0.1065544,-0.0027445832
emphysema,-0.10775338,-0.083793074,0.044695232,-0.094113246,0.09117481,-0.06780761,-0.09918278,-0.059536796,0.10674558,0.021103358,-0.09375717,-0.10895409,-0.098759405,-0.11883667,-0.0025976077
jim,0.1146266,-0.099726036,-0.12454048,-0.110916205,-0.06673927,-0.089466654,-0.09893313,-0.06256176,0.00038374335,0.111132,-0.08749913,0.050527263,0.098710656,-0.11283192,-0.001079182
capitol,0.102035254,-0.08640718,0.07341992,0.06311283,-0.10756992,-0.052182555,-0.10993747,-0.048674043,-0.10022837,-0.11622815,-0.1289182,0.1082494,0.07361404,0.054687735,-0.0037414103
baby,-0.019361947,-0.05649998,0.03632131,-0.097067475,0.014846513,-0.08727084,0.037174575,-0.06600434,0.059683938,-0.07875312,-0.081701785,0.08671607,-0.10583474,-0.08912679,-0.0030267877
block,-0.13652107,0.06900994,-0.0040294062,-0.09699495,0.12346842,-0.09160888,0.02631249,-0.06879533,0.07512506,0.033542015,-0.097776726,-0.13023509,0.13347584,0.063376725,-0.0031390055
carcinogen,-0.008843868,-0.069415666,-0.13624147,0.0663797,-0.09463209,-0.0449775,-0.09367494,-0.065924026,0.08973786,0.057890628,-0.11833104,-0.12964615,-0.10500162,-0.11198543,0.0005144469
november,-0.02899318,-0.06550928,-0.12801732,-0.0795848,-0.05809941,-0.056168072,-0.01407884,-0.05479527,-0.12607299,0.048328865,0.13202237,0.09708391,0.055623867,0.04330613,-0.0057045
condition,0.09174674,0.06448843,-0.11155338,-0.11617909,-0.021362618,-0.07107934,-0.07401943,-0.06295825,0.10851345,-0.08957739,-0.1144599,-0.09483346,-0.11871658,0.0836926,0.0061941976
c,0.0072072856,-0.066291645,0.045228347,-0.094761506,-0.109566666,0.019382427,-0.07604611,-0.0510555,0.12592249,-0.031888064,-0.12203532,-0.12808846,0.025729455,-0.10797052,0.0024282082
together,-0.14816253,-0.09283511,-0.14305627,-0.10646746,-0.08442275,-0.10696651,0.011444126,-0.06105056,0.11408535,0.11061987,-0.02868945,0.045083184,0.09398784,-0.12272098,-0.005164675
corporate,0.10410422,-0.0700981,-0.07202282,-0.111940324,0.04445057,-0.04248018,-0.01889173,-0.04492374,-0.07846925,-0.09968638,0.08892392,-0.12411237,-0.07551787,-0.112156,-0.0018867822
quota,0.03212888,0.07191756,-0.10528425,-0.047551345,0.00084170676,-0.0069454676,-0.061992735,-0.0702417,-0.09518803,-0.07884342,-0.103164285,-0.07826169,-0.0864631,0.05724235,0.001057892
develop,-0.121808395,-0.08916239,-0.0155415,-0.099079624,-0.031459283,0.127141,-0.12377433,-0.063900396,0.0883216,0.021771925,-0.13132702,-0.0045281104,-0.019902484,0.01153183,0.0007347413
critic,0.11661156,-0.08568244,0.06515923,-0.117871396,-0.1248359,-0.13700043,-0.027010106,-0.058980357,-0.024309997,-0.07067351,0.01865013,0.098654345,0.084621884,0.049782235,0.001995012
avoid,0.029631313,-0.08170273,-0.12615766,-0.13298737,-0.11595522,-0.009165593,0.019210545,-0.06703311,0.081736416,0.11678753,-0.12836929,-0.055133037,-0.054867476,-0.113321275,0.00046284008
successful,-0.01239677,-0.07541651,-0.05230864,-0.11616291,0.04897338,0.09361579,0.026125299,-0.06378117,-0.11316574,0.05864866,0.0441028,-0.12784784,-0.070850864,0.08348021,-0.002967419
ashtray,-0.118373245,-0.06823169,-0.12055997,-0.11815662,-0.08880755,0.0952681,0.030072864,-0.07236083,-0.14067276,0.086203635,0.11241617,0.023378043,-0.09686848,-0.09342973,0.00032347214
statistic,0.12817737,-0.06324635,-0.13984706,-0.11967735,-0.026531195,-0.027792633,-0.024734545,-0.06591002,-0.054434694,-0.12913702,0.070704795,0.021869916,-0.07156519,-0.11287075,0.0052703256
version,0.0589281,-0.06755888,0.018037597,-0.11458917,-0.1079885,0.104659684,-0.11688559,-0.048193496,0.060243662,-0.12644841,0.11803802,0.06982678,-0.12336083,-0.10585914,0.0030169603
strategy,0.11512149,-0.07179199,0.026001273,-0.08994408,-0.0032942973,-0.12786157,0.0092991805,-0.05434015,0.002618946,0.03669104,0.110223874,0.061642546,-0.06104033,-0.13313965,0.0027842205
veteran,-0.07800282,-0.07466955,-0.09416589,-0.116153106,-0.04868929,0.091057055,-0.08567002,-0.06057292,-0.043954954,0.11159963,-0.065806024,-0.13575724,-0.059225164,-0.11523133,0.00038797432
indian,-0.032376807,-0.07004726,-0.10274408,-0.10100611,0.08952995,0.041636173,0.008233589,-0.05509738,-0.079532675,-0.019274559,0.11122464,-0.131065,-0.13569482,-0.11572535,0.0013832346
miami,-0.103307866,-0.08409069,-0.06333676,-0.09443946,0.10846307,-0.087205105,-0.028505089,-0.065457076,-0.077127285,-0.009333934,-0.12593375,-0.08637585,0.022681873,-0.11209606,-0.004990474
lounge,0.120196305,-0.062218565,-0.092174724,-0.12185943,-0.08253059,-0.030490272,0.10349076,-0.06428557,-0.09909809,-0.08248146,0.027200602,-0.11544834,0.017083328,-0.11913617,-0.0062477686
seat,-0.026351575,-0.07069672,-0.11118953,-0.1375086,-0.0034852365,0.08320048,-0.032664172,-0.062410668,0.02782308,0.07153854,0.046269286,-0.052569684,0.011864103,-0.0934117,-0.002958321
challenge,-0.0945509,-0.07356253,0.078271404,-0.103788204,0.11448198,-0.059385624,-0.12956104,-0.05772861,0.06053043,-0.005812295,-0.06324516,0.00845501,0.08886649,0.05090238,0.0024134212
perhaps,-0.03654553,-0.07898417,-0.12927195,-0.12983464,-0.11804655,0.04740969,-0.05561596,-0.060442597,-0.049532812,0.07310481,0.108218566,0.043045837,0.08975443,-0.13284026,0.0032657566
january,0.11204634,-0.07519936,-0.11235603,-0.10007344,-0.11634596,0.03442716,-0.10474237,-0.056822237,0.04386071,-0.09375079,-0.08080568,0.019334488,0.012405999,-0.099742316,-0.0015066377
sunday,-0.014579115,-0.08161406,0.08677046,-0.10033894,-0.015550237,0.13721986,0.016289262,0.087844625,0.090901814,-0.114110455,0.03895409,0.044110365,-0.11502171,-0.10440929,0.0012106225
due,0.06535135,-0.10346917,-0.12263581,-0.114742376,0.14781778,-0.01924298,-0.1296147,-0.06649434,0.08489787,0.10232307,-0.105842784,-0.13475811,-0.053541258,-0.11688079,0.0022300642
continued,-0.0034152465,-0.06880759,-0.04935221,0.074756525,0.08710873,-0.11528384,0.08896637,-0.058439974,0.001549731,0.07241364,-0.13149591,0.04529774,0.096585035,-0.11430256,-0.006312028
road,-0.023001097,-0.0798417,0.09832987,0.06435529,-0.10432949,0.07559749,0.07246028,-0.05452913,-0.02818914,0.059686437,-0.013107793,0.083231404,-0.12627703,-0.08658879,0.0028380044
science,0.018815756,-0.07795679,-0.14535198,0.0882388,-0.046633452,-0.11718688,-0.0032785255,-0.06342943,0.053193416,-0.0668025,0.005948123,0.07959204,-0.07208321,0.070706986,-0.0010078619
play,-0.04697513,-0.07885411,-0.14138371,-0.11238678,-0.11002813,0.03364758,0.018305678,-0.06296692,0.002541256,0.06740392,0.12341603,-0.07064441,0.074916445,-0.11255831,0.0052388003
beginning,0.09540479,-0.08940185,-0.13387294,0.048401345,-0.08191013,0.054101896,0.10391595,-0.059386298,-0.038176585,0.038623147,-0.07941269,-0.129349,-0.09474708,-0.10328439,-0.0011676273
joined,0.04632477,-0.067333266,0.008864493,-0.09489276,0.056891315,0.09842873,-0.12771575,-0.04915019,0.10315324,0.11995306,0.035362843,-0.12944953,-0.14013712,-0.10900656,0.0038431068
expense,0.11869708,-0.083397195,-0.12625031,-0.10521719,-0.089479595,-0.13557534,0.08197046,-0.058592413,-0.05839951,0.084707715,-0.08544775,-0.11210749,-0.03513474,-0.11747527,-0.00085725304
showing,-0.0445967,-0.08200898,0.025962733,-0.11505156,0.10577552,-0.10271,-0.039987724,-0.055857226,0.052051947,-0.0742101,0.052745007,-0.073702194,0.11198859,-0.08972137,0.0062283715
victim,0.057755426,-0.07426856,-0.0152936755,-0.088520914,0.06460981,0.09981127,0.05475751,-0.052650083,0.053411953,-0.060411666,0.0030161785,-0.11642628,-0.07310981,0.08937346,-0.0055018035
cigaret,-0.029146995,-0.04680401,-0.04050157,-0.072001584,-0.10019483,-0.122338355,0.076536156,-0.035078436,0.08497403,0.016415058,-0.003783077,-0.09608511,0.08177623,-0.075170554,-0.006393783
purchase,0.08338967,0.05810092,0.058635674,-0.10232428,-0.0059856824,0.027955232,0.04478248,-0.06089225,-0.09895116,-0.07759195,-0.11148376,-0.12871587,0.055283103,-0.09649279,5.7349058e-05
difference,0.10507309,-0.10426518,-0.1263454,0.049787536,-0.081841305,-0.11087829,-0.13170855,-0.06150383,0.020605346,-0.062790796,0.068820305,-0.13101876,0.07620813,0.08443011,0.005855775
speaker,-0.09708288,-0.08686541,0.10673767,-0.09532224,-0.07848596,-0.026648749,-0.05049154,-0.051688015,-0.0351167,-0.07843352,-0.1252763,-0.13040559,0.12495308,-0.11240244,-0.0059713093
powerful,-0.05437282,-0.08950938,0.073919006,0.10166676,-0.12939203,-0.08301972,-0.104270175,-0.055369385,0.032786787,-0.10239645,0.13087183,-0.11539771,0.0666003,0.053372562,-0.004663431
fraud,-0.12320511,-0.071526274,0.06342487,0.06411144,0.068900004,-0.08239418,0.09040947,-0.05640337,-0.094363764,-0.087048404,-0.08660581,-0.07785115,-0.033549603,-0.09138794,-0.0058042374
pm,-0.09148383,-0.067009345,-0.114457615,-0.10020976,-0.11565117,-0.1128556,0.102807395,-0.058251783,0.10383854,0.08784721,0.0893334,0.091557994,-0.005667856,0.10509006,0.0042742244
belief,-0.019060679,-0.06326677,0.061616372,-0.11156046,-0.09504474,0.015486489,0.08852812,-0.06269587,0.06758795,-0.045658186,0.0031778547,0.055230457,0.04705259,-0.100378014,-0.0042228717
model,-0.014454109,-0.06618344,-0.03206267,-0.08727624,0.08404315,0.08594075,-0.13523126,-0.06692078,-0.08277151,-0.043688543,0.10917669,-0.0010223006,0.051605456,-0.103724875,-0.0051953923
arent,0.08124117,-0.08416784,-0.14834549,-0.12071631,-0.113303006,-0.119248636,0.08961465,-0.060127743,-0.06872079,0.00254005,0.113550626,-0.13055333,0.1264347,0.06578345,-0.0060154386
related,-0.08547983,0.07426508,-0.029640073,-0.09469556,-0.11635881,-0.10451547,0.11365046,0.08847688,0.08503682,-0.1268861,-0.085390955,-0.11249002,0.10418887,-0.12900776,0.0029486893
supported,-0.001755241,-0.07656565,0.037422817,-0.097238176,-0.114749484,0.062349357,-0.11971672,-0.0563871,-0.049922604,-0.10006706,0.015670137,0.09641398,0.01695301,-0.09982134,0.00051486684
corporation,0.10008918,-0.089908555,0.054953992,-0.102641575,-0.0719678,-0.06596642,-0.093544126,-0.06646176,0.0427994,0.10374469,-0.12688975,-0.109048165,-0.1310525,0.028428592,0.0058547542
couldnt,0.04974221,-0.08211382,0.026780423,-0.10543037,0.018108265,-0.12229782,-0.120707065,-0.05408042,-0.098485835,0.05972616,-0.0487231,0.07851772,0.058534402,-0.098917454,-0.0064196275
election,-0.13683224,-0.08273618,-0.11248339,-0.09065291,-0.09969886,-0.047564972,-0.050953567,-0.056340948,-0.0897155,0.026683623,-0.098387964,0.087674946,0.13140155,-0.082498305,0.004704619
criminal,-0.1400445,-0.08010034,0.03337958,-0.10402122,0.071968414,0.030481873,0.1224695,-0.05772027,-0.024580231,0.03200348,-0.11506859,-0.11244233,-0.0045510577,-0.10247155,0.003586189
address,0.085943915,-0.081479564,0.026837057,-0.11120521,0.058234084,0.12446916,-0.088715464,-0.063395314,-0.13475662,-0.15208727,0.11298791,-0.14544086,-0.023445707,-0.113308445,-0.0035441616
twice,0.02657444,0.07545459,0.04787448,0.07479179,-0.0952673,-0.05559896,0.07607787,-0.06924722,0.06835255,-0.1428087,-0.048867546,-0.114070676,-0.085503,-0.07847932,0.0008729891
curb,-0.09820739,-0.0726234,-0.12685929,-0.10531925,0.11545157,0.10674741,-0.027012408,-0.0566812,-0.10553085,-0.072613195,-0.052983616,0.011320338,0.12487897,0.058068883,0.0022153133
winston,0.100570306,-0.06855677,0.035768967,-0.08338169,0.049586717,-0.057700682,-0.002513044,-0.05011902,-0.074898735,0.020721026,-0.06184044,0.07154087,-0.102001056,0.06034724,-0.005411055
push,0.05046082,-0.080334984,0.04471349,0.056839854,-0.12150293,-0.005445993,-0.06620606,-0.051637735,0.050271746,0.024656465,-0.11146502,0.107495725,-0.014034122,0.061402377,0.0017060717
file,-0.09515155,-0.098457664,-0.013554384,0.05250507,0.09435966,-0.025692178,-0.04128087,-0.055315025,-0.08622486,0.026243793,-0.09176375,-0.1145588,0.07559823,0.091963075,-0.0059210532
tampa,0.027601717,-0.07438123,-0.11528184,-0.08555456,-0.045571074,-0.13461222,-0.114924535,-0.07773379,0.008128488,-0.04862971,0.1272298,-0.10660801,0.025766071,-0.11230792,0.0013914075
nc,0.09903512,-0.10639049,-0.12986016,-0.08000748,-0.08871286,-0.08115948,0.104198895,-0.06759972,0.037349824,-0.012925148,-0.043724816,-0.12065669,-0.11095105,-0.11083581,0.00591078
adopted,0.09819411,-0.07393384,0.0992636,0.07463953,-0.07489212,0.084999576,-0.12890914,-0.066016875,-0.09164579,-0.12781394,-0.12995027,-0.13199233,-0.09219171,0.061129805,-0.00031826686
factor,-0.10743808,0.06731912,-0.12022385,-0.12605503,-0.03239744,-0.105614424,-0.033559483,-0.06498849,0.10006399,-0.064165734,0.06614548,-0.114292,-0.072106354,-0.11324013,-0.0037430907
unit,0.09727419,-0.09282559,-0.11483934,-0.10807563,-0.0136773,-0.018872516,0.0415449,-0.069133535,0.055730127,-0.12572563,-0.015068767,0.10661134,-0.13919793,-0.114210725,-9.599616e-05
speech,-0.08791873,-0.063536525,0.099288784,0.08237576,0.11596594,-0.117549695,-0.10900078,-0.045763157,-0.10456236,-0.10242051,-0.114454076,-0.13383739,0.103038184,-0.120039396,-0.0017437761
experience,0.055479217,-0.07081988,0.09410598,-0.10397712,-0.060687695,-0.005599557,-0.123595886,-0.056780357,0.014100412,0.019906359,-0.09234403,-0.036785148,0.08250966,-0.12155154,-0.0026033774
durham,0.06439678,-0.056987487,-0.112588994,-0.06899102,-0.09225227,-0.121161915,0.067521416,-0.047184646,-0.036638398,-0.12202133,0.08185944,-0.13743486,-0.09177939,-0.075444505,-0.0021293594
production,0.10453779,-0.13045293,-0.00818711,-0.09092869,-0.12295024,0.0402639,-0.040904127,-0.07199268,0.035161115,-0.07120882,-0.06610284,0.02133476,-0.10654436,-0.12203736,8.915651e-05
mile,0.038517453,-0.07791896,0.08259757,-0.088627174,-0.006305844,0.047838368,-0.010673875,-0.05954696,-0.10277049,-0.007367508,-0.04096521,0.008891298,-0.109624535,-0.10385381,-0.0030138595
contract,0.06163339,-0.107218206,-0.1406194,-0.083848834,-0.04751209,-0.13608582,0.05615583,-0.05999044,-0.015393135,0.11221916,0.014115848,-0.11990287,0.012617003,-0.11557149,0.0059795035
throughout,-0.13619837,0.05988163,0.11864865,-0.08867962,0.08751069,0.024337009,-0.07403357,-0.052805167,0.09450956,-0.014811334,0.026006082,-0.07273415,-0.109580465,-0.10702855,-0.0054785656
whats,0.112332135,-0.08570139,-0.026393887,0.089115165,-0.098988555,-0.12521438,0.057832062,-0.0722471,0.099639356,-0.08920274,-0.034066297,0.05833869,0.033391085,0.04615061,-0.00068078237
type,0.085817024,-0.101939425,-0.05158697,-0.11221377,-0.05452694,0.0658155,-0.11277268,-0.07125915,0.09962557,-0.00044272462,-0.14610872,-0.13127433,-0.09061985,-0.10993426,0.004481971
stay,0.042929705,-0.10272358,-0.12998806,-0.11052467,-0.026978064,0.04953616,0.0036154499,-0.070728146,-0.043412518,0.09167696,-0.061360918,-0.1347501,0.03231806,-0.113797,0.00092333736
opened,0.015919108,-0.101687014,0.027738057,-0.09278673,0.0018964822,0.0709716,-0.10911947,-0.06903777,-0.082665294,0.112275094,0.09743799,-0.025381798,-0.04992495,-0.115448646,-0.0021914935
represents,-0.05267124,-0.10155201,-0.10499216,-0.08835065,0.035129003,0.033539128,-0.017979126,-0.059795283,-0.08264085,0.047160663,-0.04147474,-0.0038231406,-0.0015133393,0.08088566,0.0017828234
join,-0.006828849,-0.10241633,-0.12956153,0.072260045,0.10917312,0.027428571,-0.09517767,-0.057608493,-0.072074,-0.056658544,0.024706425,-0.0115666585,-0.12812126,-0.118593894,0.003473243
richmond,0.059230596,-0.066771924,-0.062192056,-0.107751265,0.045164414,0.01980784,-0.003773672,-0.049459256,0.030694213,-0.039626606,-0.06725634,-0.110972166,0.010215247,0.06709798,-1.3988431e-05
baseball,-0.0856019,-0.055872597,-0.10400354,-0.08794881,-0.0064073214,0.09397276,-0.104196414,-0.06346618,0.015716832,-0.11732097,0.09796885,-0.11116182,-0.11056247,-0.10221719,0.0016593306
rest,-0.007610419,-0.08514905,0.022690168,-0.096030295,0.07285893,-0.12118776,-0.14108306,-0.052609626,0.05764055,0.042523988,-0.1431569,0.09523146,0.098849796,0.052790843,0.0022916212
requiring,-0.10911873,-0.07104596,0.0268938,-0.115797475,0.079458,0.043727547,-0.11455925,-0.055742186,0.1102508,0.011724762,-0.10102878,-0.1311879,0.10815392,0.050112203,-0.0044347956
argue,0.010201523,-0.06949129,-0.12723933,0.09136484,0.05424192,0.010727985,-0.12046667,-0.051013306,0.116448544,-0.08100743,0.018581968,-0.04625939,-0.04157126,-0.111776,0.0017895108
prohibited,-0.1259551,-0.07277354,-0.103553794,-0.10764483,0.022717828,0.10879438,-0.08494355,0.089831285,-0.0376149,-0.11877869,-0.024048204,-0.14028423,0.027974224,-0.106765114,-0.0028346179
east,-0.10069786,-0.09449888,0.07115234,-0.091919035,0.02569282,0.08605058,0.022828128,-0.059057828,0.09922087,-0.027283778,0.1212307,-0.026636524,-0.13038206,0.08956237,-0.001985686
wasnt,-0.024054302,-0.08139145,0.053425774,-0.098693535,0.023566635,-0.13272107,0.11815007,-0.069922306,-0.11758962,0.07700443,-0.01865177,-0.003973781,0.09459867,0.059848953,-0.0047403215
appear,0.077793315,-0.07853176,0.087144196,-0.108938575,0.08554609,-0.05890304,0.087955,-0.05565404,-0.11797789,-0.13592184,0.098462194,-0.12783697,-0.110077545,-0.12418791,-0.002279709
historic,0.096388504,-0.08410384,-0.012511447,-0.09301649,-0.09027806,-0.13116513,-0.11767499,-0.044444736,0.059492636,0.016434023,0.13177048,-0.11742448,-0.038038187,-0.11289085,-0.0007073951
sound,0.027514892,-0.08426729,0.047095887,0.115347795,0.061566446,-0.13246214,-0.0980261,-0.061823342,-0.009465016,0.10079587,0.025812266,0.0034234212,0.06503098,-0.11655259,0.0025161533
investigation,-0.12671974,-0.09095619,-0.09739462,-0.06441551,-0.011411891,0.1156778,0.1256317,0.083605416,-0.025306575,-0.10058514,-0.025749233,-0.08549121,-0.11009269,-0.09809696,-0.0006997617
apparently,-0.11193422,-0.08605434,0.0897437,-0.117871165,0.01948429,-0.1026794,0.10935499,-0.07231548,0.0854148,0.006502562,-0.06073552,0.07133349,0.047768246,0.056334063,-0.0034805895
aside,0.10586324,0.0749262,-0.11775908,-0.1244167,0.08304015,0.09027426,-0.12499644,-0.05429574,-0.11222278,0.056775566,-0.081744276,-0.07287349,-0.11498898,-0.10183824,-0.003741727
peter,-0.031072333,-0.071490645,-0.1425486,0.048925016,-0.05665076,0.10686747,0.015963014,-0.06071336,0.051506273,0.08207896,0.08775347,-0.12628578,-0.121559836,-0.11181637,-0.0015029566
changed,0.0063865166,-0.06648903,-0.046313066,-0.1229883,0.05451426,-0.020327266,-0.123288795,-0.067174114,-0.113645084,0.10092986,0.10482974,-0.042236935,0.089823015,-0.10944808,-0.006321202
fear,0.06306103,0.08060932,0.10337527,-0.11420989,-0.12036193,-0.069860496,0.109949924,-0.062396053,0.0126575455,-0.049630214,0.01433396,0.04906984,-0.090234816,-0.09776362,0.004099301
